ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
William Beaumont Hospital (MIBH),MIBH,TX1,2021-01-04 18:00:00,KI,1,3,27,234,234,199,0,0,0,0,0,2020,11
Children's Hospital of Michigan (MICH),MICH,TX1,2021-01-04 18:00:00,KI,0,0,0,2,2,1,0,0,1,23,23,2020,11
Helen DeVos Children's Hospital (MIDV),MIDV,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,0,1,1,0,15,15,2020,11
Henry Ford Hospital (MIHF),MIHF,TX1,2021-01-04 18:00:00,KI,3,6,35,281,281,275,0,0,0,1,1,2020,11
Harper University Hospital Detroit Medical Center (MIHH),MIHH,TX1,2021-01-04 18:00:00,KI,1,7,6,68,68,77,0,0,0,0,0,2020,11
St John Hospital and Medical Center (MISJ),MISJ,TX1,2021-01-04 18:00:00,KI,1,4,5,97,97,85,0,0,0,0,0,2020,11
Mercy Health Saint Marys (MISM,MISM,TX1,2021-01-04 18:00:00,KI,6,19,35,231,231,276,0,0,0,0,0,2020,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2021-01-04 18:00:00,KI,6,17,33,435,435,420,0,1,3,29,29,2020,11
Abbott Northwestern Hospital (MNAN),MNAN,TX1,2021-01-04 18:00:00,KI,1,4,1,58,58,74,0,0,0,0,0,2020,11
Hennepin County Medical Center (MNHC),MNHC,TX1,2021-01-04 18:00:00,KI,0,1,3,119,119,126,0,0,0,0,0,2020,11
Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2021-01-04 18:00:00,KI,3,6,32,552,552,470,0,0,0,14,14,2020,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2021-01-04 18:00:00,KI,6,18,35,380,380,415,0,0,2,46,46,2020,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2021-01-04 18:00:00,KI,10,14,51,640,640,549,0,0,0,0,0,2020,11
Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,0,0,0,0,10,10,2020,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,0,0,0,4,17,17,2020,11
Children's Mercy Hospital (MOCM),MOCM,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,2,0,0,0,30,30,2020,11
St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2021-01-04 18:00:00,KI,4,14,12,287,287,129,0,0,0,0,0,2020,11
Research Medical Center (MORH),MORH,TX1,2021-01-04 18:00:00,KI,2,5,18,143,143,149,0,0,0,0,0,2020,11
SSM Health Saint Louis University Hospital (MOSL),MOSL,TX1,2021-01-04 18:00:00,KI,1,3,11,144,144,118,0,0,0,0,0,2020,11
University of Missouri Hospital and Clinics (MOUM),MOUM,TX1,2021-01-04 18:00:00,KI,4,5,5,46,46,44,0,0,1,2,2,2020,11
University of Mississippi Medical Center (MSUM),MSUM,TX1,2021-01-04 18:00:00,KI,7,15,39,289,289,268,0,0,0,6,6,2020,11
Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2021-01-04 18:00:00,KI,6,17,54,445,445,388,0,0,2,19,19,2020,11
Carolinas Medical Center (NCCM),NCCM,TX1,2021-01-04 18:00:00,KI,5,8,22,276,276,253,0,0,1,18,18,2020,11
Duke University Hospital (NCDU),NCDU,TX1,2021-01-04 18:00:00,KI,10,20,31,389,389,330,1,2,1,16,16,2020,11
Vidant Medical Center (NCEC),NCEC,TX1,2021-01-04 18:00:00,KI,1,10,17,198,198,154,0,0,3,6,6,2020,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2021-01-04 18:00:00,KI,1,1,19,234,234,179,0,1,0,30,30,2020,11
Sanford Bismarck Medical Center (NDMC),NDMC,TX1,2021-01-04 18:00:00,KI,1,5,8,50,50,56,0,0,0,0,0,2020,11
Sanford Medical Center Fargo (NDSL),NDSL,TX1,2021-01-04 18:00:00,KI,0,2,6,57,57,62,0,0,0,0,0,2020,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2021-01-04 18:00:00,KI,4,10,21,350,350,265,0,0,1,19,19,2020,11
Mary Hitchcock Memorial Hospital (NHDH),NHDH,TX1,2021-01-04 18:00:00,KI,0,0,14,50,50,95,0,0,0,4,4,2020,11
Hackensack University Medical Center (NJHK),NJHK,TX1,2021-01-04 18:00:00,KI,2,7,6,234,234,72,1,1,0,9,9,2020,11
Our Lady of Lourdes Medical Center (NJLL),NJLL,TX1,2021-01-04 18:00:00,KI,0,1,10,94,94,87,0,0,0,0,0,2020,11
Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2021-01-04 18:00:00,KI,0,4,17,82,82,136,1,1,3,3,3,2020,11
Saint Barnabas Medical Center (NJSB),NJSB,TX1,2021-01-04 18:00:00,KI,12,35,72,776,776,738,1,1,0,26,26,2020,11
"University Hospital, University of New Mexico Health Sciences Center (NMAQ)",NMAQ,TX1,2021-01-04 18:00:00,KI,3,6,11,88,88,90,0,0,0,3,3,2020,11
Presbyterian Hospital (NMPH),NMPH,TX1,2021-01-04 18:00:00,KI,0,4,6,110,110,99,0,0,0,1,1,2020,11
University Medical Center of Southern Nevada (NVUM),NVUM,TX1,2021-01-04 18:00:00,KI,1,4,14,125,125,170,0,0,0,0,0,2020,11
Albany Medical Center Hospital (NYAM),NYAM,TX1,2021-01-04 18:00:00,KI,0,1,4,152,152,125,0,0,0,3,3,2020,11
Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC),NYCC,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,0,0,1,0,21,21,2020,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2021-01-04 18:00:00,KI,10,18,46,485,485,451,0,0,1,14,14,2020,11
"State University of New York, Downstate Medical Center (NYDS)",NYDS,TX1,2021-01-04 18:00:00,KI,7,12,22,91,91,97,0,1,0,4,4,2020,11
Erie County Medical Center (NYEC),NYEC,TX1,2021-01-04 18:00:00,KI,9,25,45,335,335,261,0,0,1,0,0,2020,11
"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2021-01-04 18:00:00,KI,2,5,15,218,218,161,0,0,0,3,3,2020,11
Montefiore Medical Center (NYMA),NYMA,TX1,2021-01-04 18:00:00,KI,3,16,55,331,331,372,0,0,2,20,20,2020,11
Mount Sinai Medical Center (NYMS),NYMS,TX1,2021-01-04 18:00:00,KI,4,11,36,384,384,421,0,2,4,38,38,2020,11
North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2021-01-04 18:00:00,KI,2,11,6,258,258,92,0,0,0,0,0,2020,11
New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2021-01-04 18:00:00,KI,9,35,43,593,593,540,0,0,0,9,9,2020,11
University Hospital of State University of New York at Stony Brook (NYSB),NYSB,TX1,2021-01-04 18:00:00,KI,1,6,33,186,186,191,0,0,0,1,1,2020,11
New York University Medical Center (NYUC),NYUC,TX1,2021-01-04 18:00:00,KI,4,14,30,420,420,204,0,0,0,6,6,2020,11
State University of New York Upstate Medical University (NYUM),NYUM,TX1,2021-01-04 18:00:00,KI,6,12,26,191,191,211,0,0,0,10,10,2020,11
James J. Peters VA Medical Center (NYVA),NYVA,TX1,2021-01-04 18:00:00,KI,0,0,2,14,14,4,0,0,0,0,0,2020,11
Westchester Medical Center (NYWC),NYWC,TX1,2021-01-04 18:00:00,KI,6,18,11,137,137,92,0,0,1,8,8,2020,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2021-01-04 18:00:00,KI,1,9,36,418,418,316,0,0,1,8,8,2020,11
Nationwide Children's Hospital (OHCH),OHCH,TX1,2021-01-04 18:00:00,KI,0,0,0,4,4,0,0,0,0,14,14,2020,11
Children's Hospital Medical Center (OHCM),OHCM,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,6,2,3,3,55,55,2020,11
University of Toledo Medical Center (OHCO),OHCO,TX1,2021-01-04 18:00:00,KI,4,7,19,214,214,181,0,0,0,0,0,2020,11
Ohio State University Medical Center (OHOU),OHOU,TX1,2021-01-04 18:00:00,KI,3,15,58,640,640,497,0,0,0,0,0,2020,11
The Christ Hospital (OHTC),OHTC,TX1,2021-01-04 18:00:00,KI,1,4,4,159,159,122,0,0,0,0,0,2020,11
University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2021-01-04 18:00:00,KI,5,14,9,401,401,177,0,0,0,0,0,2020,11
University Hospitals of Cleveland (OHUH),OHUH,TX1,2021-01-04 18:00:00,KI,3,9,30,261,261,232,0,0,1,6,6,2020,11
Integris Baptist Medical Center (OKBC),OKBC,TX1,2021-01-04 18:00:00,KI,4,16,21,228,228,239,0,0,0,4,4,2020,11
OU Medical Center (OKMD),OKMD,TX1,2021-01-04 18:00:00,KI,2,7,7,111,111,73,0,1,1,12,12,2020,11
Saint Francis Hospital (OKSF),OKSF,TX1,2021-01-04 18:00:00,KI,0,2,15,43,43,88,0,0,0,0,0,2020,11
St John Medical Center (OKSJ),OKSJ,TX1,2021-01-04 18:00:00,KI,1,2,6,123,123,108,0,0,0,0,0,2020,11
Legacy Good Samaritan Hospital and Medical Center (ORGS),ORGS,TX1,2021-01-04 18:00:00,KI,7,11,19,234,234,218,0,0,0,0,0,2020,11
Oregon Health & Science University (ORUO),ORUO,TX1,2021-01-04 18:00:00,KI,6,9,16,271,271,206,0,0,0,21,21,2020,11
VA Portland Health Care System (ORVA),ORVA,TX1,2021-01-04 18:00:00,KI,1,1,6,121,121,96,0,0,0,0,0,2020,11
Albert Einstein Medical Center (PAAE),PAAE,TX1,2021-01-04 18:00:00,KI,3,6,14,157,157,138,0,0,0,0,0,2020,11
Allegheny General Hospital (PAAG),PAAG,TX1,2021-01-04 18:00:00,KI,4,6,24,232,232,230,0,0,0,0,0,2020,11
Crozer-Chester Medical Center (PACC),PACC,TX1,2021-01-04 18:00:00,KI,1,2,4,20,20,33,0,0,0,0,0,2020,11
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2021-01-04 18:00:00,KI,0,0,0,4,4,7,0,0,2,28,28,2020,11
Children's Hospital of Philadelphia (PACP),PACP,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,0,1,1,1,41,41,2020,11
Geisinger Medical Center (PAGM),PAGM,TX1,2021-01-04 18:00:00,KI,1,5,9,193,193,99,1,1,0,2,2,2020,11
Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2021-01-04 18:00:00,KI,0,1,8,67,67,61,0,0,0,17,17,2020,11
Pinnacle Health System at Harrisburg Hospital (PAHH),PAHH,TX1,2021-01-04 18:00:00,KI,0,0,6,114,114,84,0,0,0,0,0,2020,11
Hahnemann University Hospital (PAHM),PAHM,TX1,2021-01-04 18:00:00,KI,2,4,10,82,82,112,0,0,0,0,0,2020,11
The Lankenau Hospital (PALH),PALH,TX1,2021-01-04 18:00:00,KI,2,2,7,47,47,75,0,0,0,0,0,2020,11
Lehigh Valley Hospital (PALV),PALV,TX1,2021-01-04 18:00:00,KI,4,11,25,253,253,218,0,0,0,0,0,2020,11
UPMC Hamot (PAPH),PAPH,TX1,2021-01-04 18:00:00,KI,0,1,0,37,37,7,0,0,0,0,0,2020,11
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2021-01-04 18:00:00,KI,7,18,67,467,467,489,0,0,0,0,0,2020,11
St. Christopher's Hospital for Children (PASC),PASC,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,0,0,0,0,4,4,2020,11
Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2021-01-04 18:00:00,KI,3,8,20,255,255,217,0,0,0,0,0,2020,11
Temple University Hospital (PATU),PATU,TX1,2021-01-04 18:00:00,KI,0,1,17,99,99,117,0,0,0,0,0,2020,11
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2021-01-04 18:00:00,KI,1,14,43,514,514,462,0,0,0,2,2,2020,11
VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2021-01-04 18:00:00,KI,0,2,9,116,116,116,0,0,0,0,0,2020,11
Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2021-01-04 18:00:00,KI,2,6,21,150,150,196,0,0,0,8,8,2020,11
Rhode Island Hospital (RIRH),RIRH,TX1,2021-01-04 18:00:00,KI,3,7,17,139,139,127,0,0,0,5,5,2020,11
Medical University of South Carolina (SCMU),SCMU,TX1,2021-01-04 18:00:00,KI,4,24,55,610,610,490,0,0,1,19,19,2020,11
Avera McKennan Hospital (SDMK),SDMK,TX1,2021-01-04 18:00:00,KI,2,2,4,94,94,66,0,0,1,0,0,2020,11
Sanford Health/USD Medical Center (SDSV),SDSV,TX1,2021-01-04 18:00:00,KI,0,3,7,47,47,53,0,0,0,1,1,2020,11
Erlanger Medical Center (TNEM),TNEM,TX1,2021-01-04 18:00:00,KI,2,2,4,74,74,49,0,0,0,0,0,2020,11
Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,0,3,3,0,18,18,2020,11
Methodist University Hospital (TNMH),TNMH,TX1,2021-01-04 18:00:00,KI,8,13,37,324,324,292,0,0,0,2,2,2020,11
Centennial Medical Center (TNPV),TNPV,TX1,2021-01-04 18:00:00,KI,4,7,8,44,44,40,0,0,0,0,0,2020,11
Saint Thomas Hospital (TNST),TNST,TX1,2021-01-04 18:00:00,KI,4,16,13,186,186,78,0,0,0,0,0,2020,11
University of Tennessee Medical Center at Knoxville (TNUK),TNUK,TX1,2021-01-04 18:00:00,KI,1,5,25,135,135,132,0,0,0,1,1,2020,11
0,TNVA,TX1,2021-01-04 18:00:00,KI,0,1,5,59,59,52,0,0,0,0,0,2020,11
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2021-01-04 18:00:00,KI,5,20,48,519,519,440,0,0,3,23,23,2020,11
Baylor  Scott and White All Saints Medical Center-Fort Worth (TXAS),TXAS,TX1,2021-01-04 18:00:00,KI,2,11,8,200,200,148,0,0,0,0,0,2020,11
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2021-01-04 18:00:00,KI,0,2,17,244,244,177,0,0,7,15,15,2020,11
Cook Children's Medical Center (TXCF),TXCF,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,0,1,1,2,26,26,2020,11
Children's Medical Center of Dallas (TXCM),TXCM,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,1,0,0,3,46,46,2020,11
Driscoll Children's Hospital (TXDC),TXDC,TX1,2021-01-04 18:00:00,KI,0,0,0,1,1,3,1,1,3,15,15,2020,11
North Austin Medical Center (TXDM),TXDM,TX1,2021-01-04 18:00:00,KI,7,9,3,130,130,71,0,0,0,0,0,2020,11
Doctor's Hospital at Renaissance (TXDR),TXDR,TX1,2021-01-04 18:00:00,KI,0,1,0,42,42,3,0,0,0,0,0,2020,11
Texas Health Harris Methodist Fort Worth Hospital (TXFW),TXFW,TX1,2021-01-04 18:00:00,KI,1,3,7,63,63,60,0,0,0,0,0,2020,11
Medical City Dallas Hospital (TXHD),TXHD,TX1,2021-01-04 18:00:00,KI,4,15,15,318,318,123,0,0,0,9,9,2020,11
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2021-01-04 18:00:00,KI,4,10,19,151,151,170,0,0,1,13,13,2020,11
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2021-01-04 18:00:00,KI,2,7,23,326,326,270,0,0,0,0,0,2020,11
Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2021-01-04 18:00:00,KI,8,28,75,854,854,767,0,0,1,2,2,2020,11
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2021-01-04 18:00:00,KI,3,11,19,165,165,180,0,0,0,0,0,2020,11
Las Palmas Medical Center (TXLP),TXLP,TX1,2021-01-04 18:00:00,KI,2,9,13,83,83,88,0,0,0,0,0,2020,11
Methodist Dallas Medical Center (TXMC),TXMC,TX1,2021-01-04 18:00:00,KI,2,7,9,225,225,152,0,0,0,0,0,2020,11
Houston Methodist Hospital (TXMH),TXMH,TX1,2021-01-04 18:00:00,KI,5,10,34,524,524,447,0,0,0,0,0,2020,11
Medical City Fort Worth (TXPL),TXPL,TX1,2021-01-04 18:00:00,KI,5,11,12,237,237,262,0,0,0,0,0,2020,11
Parkland Health and Hospital System (TXPM),TXPM,TX1,2021-01-04 18:00:00,KI,0,0,0,23,23,31,0,0,0,0,0,2020,11
Christus Santa Rosa Hospital Medical Center (TXRM),TXRM,TX1,2021-01-04 18:00:00,KI,0,0,5,16,16,44,0,0,0,1,1,2020,11
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2021-01-04 18:00:00,KI,2,7,8,245,245,105,0,0,0,0,0,2020,11
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2021-01-04 18:00:00,KI,4,15,26,236,236,172,0,0,0,0,0,2020,11
Texas Children's Hospital (TXTC),TXTC,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,6,1,2,5,71,71,2020,11
Baylor University Medical Center (TXTX),TXTX,TX1,2021-01-04 18:00:00,KI,5,12,22,329,329,300,0,0,0,0,0,2020,11
East Texas Medical Center (TXTY),TXTY,TX1,2021-01-04 18:00:00,KI,0,0,13,10,10,79,0,0,0,0,0,2020,11
University Childrens Health (TXUC,TXUC,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,0,0,0,0,22,22,2020,11
Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2021-01-04 18:00:00,KI,0,3,4,58,58,28,0,0,0,0,0,2020,11
Intermountain Medical Center (UTLD),UTLD,TX1,2021-01-04 18:00:00,KI,1,3,17,270,270,170,0,0,0,0,0,2020,11
University of Utah Medical Center (UTMC),UTMC,TX1,2021-01-04 18:00:00,KI,4,7,29,316,316,278,0,0,0,2,2,2020,11
Primary Children's Hospital (UTPC),UTPC,TX1,2021-01-04 18:00:00,KI,0,0,1,1,1,2,0,0,1,42,42,2020,11
Children's Hospital of the King's Daughters (VACH),VACH,TX1,2021-01-04 18:00:00,KI,0,0,0,4,4,3,0,0,0,9,9,2020,11
Inova Fairfax Hospital (VAFH),VAFH,TX1,2021-01-04 18:00:00,KI,4,15,18,258,258,204,0,0,0,0,0,2020,11
Henrico Doctors' Hospital (VAHD),VAHD,TX1,2021-01-04 18:00:00,KI,3,5,3,83,83,70,0,0,0,0,0,2020,11
Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2021-01-04 18:00:00,KI,7,24,39,528,528,363,0,0,1,9,9,2020,11
Sentara Norfolk General Hospital (VANG),VANG,TX1,2021-01-04 18:00:00,KI,5,15,12,248,248,180,0,0,0,0,0,2020,11
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2021-01-04 18:00:00,KI,7,16,24,323,323,217,0,0,1,13,13,2020,11
The University of Vermont Medical Center (VTMC),VTMC,TX1,2021-01-04 18:00:00,KI,0,1,5,44,44,48,0,0,0,0,0,2020,11
Seattle Children's Hospital (WACH),WACH,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,0,0,0,2,56,56,2020,11
Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2021-01-04 18:00:00,KI,1,5,9,87,87,109,0,0,0,0,0,2020,11
Swedish Medical Center (WASM),WASM,TX1,2021-01-04 18:00:00,KI,5,7,18,239,239,209,0,0,0,0,0,2020,11
University of Washington Medical Center (WAUW),WAUW,TX1,2021-01-04 18:00:00,KI,1,7,19,424,424,302,0,0,0,0,0,2020,11
Virginia Mason Medical Center (WAVM),WAVM,TX1,2021-01-04 18:00:00,KI,3,9,16,268,268,218,0,0,0,0,0,2020,11
Children's Hospital of Wisconsin (WICH),WICH,TX1,2021-01-04 18:00:00,KI,0,0,0,0,0,1,0,0,1,15,15,2020,11
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2021-01-04 18:00:00,KI,1,5,19,166,166,178,0,0,0,0,0,2020,11
Aurora St. Luke's Medical Center (WISL),WISL,TX1,2021-01-04 18:00:00,KI,0,0,3,89,89,56,0,0,0,0,0,2020,11
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2021-01-04 18:00:00,KI,5,25,58,675,675,688,0,0,0,11,11,2020,11
Charleston Area Medical Center (WVCA),WVCA,TX1,2021-01-04 18:00:00,KI,3,7,10,168,168,71,0,0,0,0,0,2020,11
Children's of Alabama (ALCH),ALCH,TX1,2020-08-03 19:00:00,KI,0,0,0,0,0,0,0,0,0,40,40,2020,6
University of Alabama Hospital (ALUA),ALUA,TX1,2020-08-03 19:00:00,KI,1,16,46,638,638,496,0,0,0,0,0,2020,6
Birmingham VA Medical Center (ALVA),ALVA,TX1,2020-08-03 19:00:00,KI,0,0,0,14,14,3,0,0,0,0,0,2020,6
Baptist Medical Center (ARBH),ARBH,TX1,2020-08-03 19:00:00,KI,0,0,5,0,0,48,0,0,0,0,0,2020,6
Arkansas Children's Hospital (ARCH),ARCH,TX1,2020-08-03 19:00:00,KI,0,0,0,0,0,0,0,0,2,20,20,2020,6
UAMS Medical Center (ARUA),ARUA,TX1,2020-08-03 19:00:00,KI,0,8,14,261,261,135,0,0,0,0,0,2020,6
Phoenix Children's Hospital (AZCH),AZCH,TX1,2020-08-03 19:00:00,KI,0,0,0,0,0,0,1,1,2,45,45,2020,6
Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2020-08-03 19:00:00,KI,8,23,41,414,414,352,0,0,0,2,2,2020,6
Mayo Clinic Hospital (AZMC),AZMC,TX1,2020-08-03 19:00:00,KI,12,30,79,777,777,744,0,0,0,0,0,2020,6
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2020-08-03 19:00:00,KI,1,1,2,56,56,14,0,0,0,0,0,2020,6
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2020-08-03 19:00:00,KI,4,15,27,252,252,185,0,0,0,1,1,2020,6
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2020-08-03 19:00:00,KI,0,0,0,1,1,0,0,0,1,19,19,2020,6
Childrens Hospital Los Angeles (CACL),CACL,TX1,2020-08-03 19:00:00,KI,0,0,0,0,0,1,1,1,3,44,44,2020,6
Cedars-Sinai Medical Center (CACS),CACS,TX1,2020-08-03 19:00:00,KI,5,13,48,459,459,452,0,0,0,15,15,2020,6
Scripps Green Hospital (CAGH),CAGH,TX1,2020-08-03 19:00:00,KI,4,7,8,167,167,158,0,0,0,0,0,2020,6
University of California Irvine Medical Center (CAIM),CAIM,TX1,2020-08-03 19:00:00,KI,2,9,8,214,214,106,0,0,0,0,0,2020,6
Harbor UCLA Medical Center (CALA),CALA,TX1,2020-08-03 19:00:00,KI,0,0,4,82,82,62,0,0,0,0,0,2020,6
Loma Linda University Medical Center (CALL),CALL,TX1,2020-08-03 19:00:00,KI,6,10,24,410,410,230,0,1,4,26,26,2020,6
UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2020-08-03 19:00:00,KI,0,0,0,1,1,2,0,0,1,30,30,2020,6
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2020-08-03 19:00:00,KI,0,0,0,1,1,0,0,0,1,88,88,2020,6
California Pacific Medical Center (CAPM),CAPM,TX1,2020-08-03 19:00:00,KI,7,17,49,448,448,479,0,0,0,0,0,2020,6
Riverside Community Hospital (CARC),CARC,TX1,2020-08-03 19:00:00,KI,2,3,7,27,27,56,0,0,0,0,0,2020,6
University of California San Diego Medical Center (CASD),CASD,TX1,2020-08-03 19:00:00,KI,1,8,14,221,221,151,0,0,0,0,0,2020,6
University of California San Francisco Medical Center (CASF),CASF,TX1,2020-08-03 19:00:00,KI,6,19,68,833,833,783,0,0,1,3,3,2020,6
Sharp Memorial Hospital (CASH),CASH,TX1,2020-08-03 19:00:00,KI,1,4,14,170,170,161,0,0,0,0,0,2020,6
Saint Joseph Hospital (CASJ),CASJ,TX1,2020-08-03 19:00:00,KI,0,0,2,37,37,49,0,0,0,0,0,2020,6
University of California Davis Medical Center (CASM),CASM,TX1,2020-08-03 19:00:00,KI,24,35,87,633,633,848,0,0,1,18,18,2020,6
Stanford Health Care (CASU),CASU,TX1,2020-08-03 19:00:00,KI,0,5,10,305,305,210,0,0,0,0,0,2020,6
St. Vincent Medical Center (CASV),CASV,TX1,2020-08-03 19:00:00,KI,2,4,22,129,129,156,0,0,0,0,0,2020,6
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2020-08-03 19:00:00,KI,11,27,58,874,874,723,0,0,3,37,37,2020,6
Keck Hospital of USC (CAUH),CAUH,TX1,2020-08-03 19:00:00,KI,4,13,29,375,375,325,0,0,0,0,0,2020,6
Children's Hospital Colorado (COCH),COCH,TX1,2020-08-03 19:00:00,KI,0,0,0,4,4,2,1,2,5,62,62,2020,6
Centura Porter Adventist Hospital (COPM),COPM,TX1,2020-08-03 19:00:00,KI,0,2,20,51,51,110,0,0,0,0,0,2020,6
Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2020-08-03 19:00:00,KI,3,8,10,177,177,146,0,0,0,0,0,2020,6
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2020-08-03 19:00:00,KI,7,19,28,599,599,325,0,0,0,1,1,2020,6
Hartford Hospital (CTHH),CTHH,TX1,2020-08-03 19:00:00,KI,5,12,14,239,239,137,0,0,0,4,4,2020,6
Yale New Haven Hospital (CTYN),CTYN,TX1,2020-08-03 19:00:00,KI,2,14,15,321,321,281,0,0,0,8,8,2020,6
Children's National Medical Center (DCCH),DCCH,TX1,2020-08-03 19:00:00,KI,0,0,0,0,0,1,0,0,1,50,50,2020,6
Georgetown University Medical Center (DCGU),DCGU,TX1,2020-08-03 19:00:00,KI,9,19,53,498,498,407,0,0,1,1,1,2020,6
George Washington University Hospital (DCGW),DCGW,TX1,2020-08-03 19:00:00,KI,2,8,7,130,130,86,0,0,0,0,0,2020,6
Washington Hospital Center (DCWH),DCWH,TX1,2020-08-03 19:00:00,KI,0,0,5,0,0,48,0,0,0,0,0,2020,6
Walter Reed National Military Medical Center at Bethesda (DCWR),DCWR,TX1,2020-08-03 19:00:00,KI,1,3,5,106,106,89,0,0,0,0,0,2020,6
Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2020-08-03 19:00:00,KI,0,0,0,1,1,0,0,0,0,21,21,2020,6
Christiana Care Health Services (DECC),DECC,TX1,2020-08-03 19:00:00,KI,4,6,7,64,64,61,0,0,0,0,0,2020,6
Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2020-08-03 19:00:00,KI,7,24,14,410,410,188,0,0,0,0,0,2020,6
Florida Hospital Medical Center (FLFH),FLFH,TX1,2020-08-03 19:00:00,KI,4,18,56,380,380,390,0,0,1,17,17,2020,6
Gulf Coast Medical Center (FLFR),FLFR,TX1,2020-08-03 19:00:00,KI,0,0,18,34,34,86,0,0,0,0,0,2020,6
Halifax Medical Center (FLHM),FLHM,TX1,2020-08-03 19:00:00,KI,0,0,8,29,29,28,0,0,0,0,0,2020,6
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2020-08-03 19:00:00,KI,13,49,100,917,917,700,0,0,3,42,42,2020,6
Largo Medical Center (FLLM),FLLM,TX1,2020-08-03 19:00:00,KI,1,3,8,77,77,41,0,0,0,0,0,2020,6
