,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C,RCC_A64_C,RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_N_C,YEAR,MONTH,D_OR_L
119,Stanford Health Care (CASU),CASU,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,8.4745762712,31.355932203,38.983050847,21.1864406781,0.0,5.9322033898,32.203389831,15.254237288,46.610169492,10.169491525,33.050847458,40.677966102,16.1016949156,0.0,0.0,39.830508475,60.169491525,0.0,0.0,100.0,0.0,84.745762712,0.0,15.254237288,0.0,118,2020,11,DECEASED
120,St. Vincent Medical Center (CASV),CASV,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,23.80952381,28.571428571,28.571428571,19.0476190479,0.0,4.7619047619,33.333333333,9.5238095238,52.380952381,9.5238095238,23.80952381,38.095238095,28.5714285719,0.0,0.0,57.142857143,42.857142857,0.0,0.0,100.0,0.0,66.666666667,0.0,33.333333333,0.0,21,2020,11,DECEASED
121,University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2021-01-04 18:00:00,KI,1.1538461538,3.0769230769,0.0,13.076923077,20.0,42.307692308,20.384615384299998,0.0,9.6153846154,28.461538462,15.769230769,46.153846154,12.692307692,25.384615385,33.846153846,26.9230769234,1.1538461538,0.0,40.384615385,59.615384615,0.0,0.0,100.0,0.0,80.769230769,0.0,19.230769231,0.0,260,2020,11,DECEASED
122,Keck Hospital of USC (CAUH),CAUH,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,15.384615385,18.461538462,43.846153846,22.3076923073,0.0,3.0769230769,30.0,11.538461538,55.384615385,7.6923076923,34.615384615,39.230769231,18.4615384613,0.0,0.0,34.615384615,65.384615385,0.0,0.0,100.0,0.0,93.846153846,0.0,6.1538461538,0.0,130,2020,11,DECEASED
123,"University Hospital, University of New Mexico Health Sciences Center (NMAQ)",NMAQ,TX1,2021-01-04 18:00:00,KI,0.0,6.4516129032,0.0,16.129032258,22.580645161,32.258064516,22.5806451616,0.0,3.2258064516,25.806451613,12.903225806,58.064516129,9.6774193548,29.032258065,22.580645161,38.7096774198,0.0,0.0,51.612903226,48.387096774,0.0,0.0,100.0,0.0,90.322580645,0.0,9.6774193548,0.0,31,2020,11,DECEASED
124,Presbyterian Hospital (NMPH),NMPH,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,14.634146341,19.512195122,34.146341463,31.707317073,0.0,7.3170731707,53.658536585,17.073170732,21.951219512,9.756097561,34.146341463,29.268292683,26.829268293000002,0.0,0.0,39.024390244,60.975609756,0.0,0.0,100.0,0.0,90.243902439,0.0,9.756097561,0.0,41,2020,11,DECEASED
125,University Medical Center of Southern Nevada (NVUM),NVUM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,19.047619048,42.857142857,28.571428571,9.5238095238,0.0,4.7619047619,33.333333333,9.5238095238,52.380952381,4.7619047619,33.333333333,28.571428571,33.333333333,0.0,0.0,9.5238095238,90.476190476,0.0,0.0,100.0,0.0,95.238095238,0.0,4.7619047619,0.0,21,2020,11,DECEASED
126,Intermountain Medical Center (UTLD),UTLD,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,11.494252874,33.333333333,33.333333333,21.839080459399998,0.0,3.4482758621,33.333333333,14.942528736,48.275862069,8.0459770115,29.885057471,26.436781609,35.6321839084,0.0,0.0,43.67816092,56.32183908,0.0,0.0,100.0,0.0,79.310344828,0.0,20.689655172,0.0,87,2020,11,DECEASED
127,University of Utah Medical Center (UTMC),UTMC,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,17.24137931,25.287356322,31.034482759,26.436781609,0.0,4.5977011494,42.528735632,11.494252874,41.379310345,13.793103448,22.988505747,32.183908046,27.5862068964,3.4482758621,0.0,51.724137931,48.275862069,0.0,0.0,100.0,0.0,87.356321839,0.0,12.643678161,0.0,87,2020,11,DECEASED
128,Primary Children's Hospital (UTPC),UTPC,TX1,2021-01-04 18:00:00,KI,50.0,31.25,0.0,18.75,0.0,0.0,0.0,0.0,0.0,43.75,6.25,50.0,93.75,6.25,0.0,0.0,0.0,0.0,56.25,43.75,0.0,0.0,100.0,0.0,93.75,0.0,6.25,0.0,16,2020,11,DECEASED
129,The Queen's Medical Center (HIQM),HIQM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,14.285714286,32.142857143,32.142857143,21.428571428399998,0.0,14.285714286,57.142857143,10.714285714,17.857142857,10.714285714,42.857142857,32.142857143,14.285714285400001,0.0,0.0,35.714285714,64.285714286,0.0,0.0,100.0,0.0,96.428571429,0.0,3.5714285714,0.0,28,2020,11,DECEASED
130,Legacy Good Samaritan Hospital and Medical Center (ORGS),ORGS,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,23.636363636,27.272727273,21.818181818,27.2727272729,0.0,7.2727272727,34.545454545,18.181818182,40.0,10.909090909,21.818181818,30.909090909,34.5454545454,1.8181818182,0.0,47.272727273,52.727272727,0.0,0.0,100.0,0.0,89.090909091,0.0,10.909090909,0.0,55,2020,11,DECEASED
131,Oregon Health & Science University (ORUO),ORUO,TX1,2021-01-04 18:00:00,KI,0.9090909091,1.8181818182,0.0,17.272727273,22.727272727,42.727272727,14.5454545454,0.0,3.6363636364,38.181818182,9.0909090909,49.090909091,12.727272727,29.090909091,39.090909091,19.0909090907,0.0,0.0,51.818181818,48.181818182,0.0,0.0,100.0,0.0,88.181818182,0.0,11.818181818,0.0,110,2020,11,DECEASED
132,VA Portland Health Care System (ORVA),ORVA,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,4.0,13.333333333,41.333333333,41.333333333,0.0,0.0,36.0,22.666666667,41.333333333,4.0,25.333333333,42.666666667,27.999999999699998,0.0,0.0,2.6666666667,97.333333333,0.0,0.0,100.0,0.0,96.0,0.0,4.0,0.0,75,2020,11,DECEASED
133,Seattle Children's Hospital (WACH),WACH,TX1,2021-01-04 18:00:00,KI,47.368421053,42.105263158,0.0,10.526315789,0.0,0.0,0.0,0.0,0.0,36.842105263,5.2631578947,57.894736842,52.631578947,15.789473684,10.526315789,0.0,21.052631579,0.0,47.368421053,52.631578947,0.0,0.0,100.0,0.0,89.473684211,0.0,10.526315789,0.0,19,2020,11,DECEASED
134,Providence Sacred Heart Medical Center & Children's Hospital (WASH),WASH,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,11.428571429,34.285714286,22.857142857,31.428571429,0.0,0.0,37.142857143,14.285714286,48.571428571,11.428571429,25.714285714,20.0,42.8571428571,0.0,0.0,34.285714286,65.714285714,0.0,0.0,100.0,0.0,91.428571429,0.0,8.5714285714,0.0,35,2020,11,DECEASED
135,Swedish Medical Center (WASM),WASM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,12.643678161,26.436781609,34.482758621,26.4367816091,0.0,3.4482758621,34.482758621,14.942528736,47.126436782,6.8965517241,32.183908046,32.183908046,26.4367816089,2.2988505747,0.0,42.528735632,57.471264368,0.0,0.0,100.0,0.0,90.804597701,0.0,9.1954022989,0.0,87,2020,11,DECEASED
136,University of Washington Medical Center (WAUW),WAUW,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,13.103448276,21.379310345,36.551724138,28.965517242,0.0,2.0689655172,44.137931034,15.172413793,38.620689655,8.275862069,33.793103448,33.103448276,24.8275862071,0.0,0.0,40.689655172,59.310344828,0.0,0.0,100.0,0.0,88.965517241,0.0,11.034482759,0.0,145,2020,11,DECEASED
137,Virginia Mason Medical Center (WAVM),WAVM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,10.416666667,29.166666667,31.25,29.166666667,0.0,2.0833333333,37.5,14.583333333,45.833333333,10.416666667,25.0,43.75,16.6666666666,4.1666666667,0.0,43.75,56.25,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,48,2020,11,DECEASED
138,Advocate Christ Medical Center (ILCH),ILCH,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,15.384615385,15.384615385,69.230769231,0.0,0.0,15.384615385,30.769230769,7.6923076923,46.153846154,0.0,30.769230769,38.461538462,30.769230769300002,0.0,0.0,30.769230769,69.230769231,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,13,2020,11,DECEASED
139,Ann & Robert H. Lurie Children's Hospital of Chicago (ILCM),ILCM,TX1,2021-01-04 18:00:00,KI,25.0,55.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,60.0,75.0,10.0,5.0,10.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,95.0,0.0,5.0,0.0,20,2020,11,DECEASED
140,Loyola University Medical Center (ILLU),ILLU,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,7.8651685393,26.966292135,39.325842697,25.8426966293,0.0,4.4943820225,33.707865169,7.8651685393,53.93258427,8.9887640449,19.101123596,29.213483146,34.8314606736,7.8651685393,0.0,40.449438202,59.550561798,0.0,0.0,100.0,0.0,86.516853933,0.0,13.483146067,0.0,89,2020,11,DECEASED
141,Memorial Medical Center (ILMM),ILMM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,25.0,54.166666667,20.8333333333,0.0,4.1666666667,50.0,12.5,33.333333333,8.3333333333,20.833333333,45.833333333,25.000000000300002,0.0,0.0,45.833333333,54.166666667,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,24,2020,11,DECEASED
142,Northwestern Memorial Hospital (ILNM),ILNM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,11.111111111,15.384615385,50.427350427,23.076923077300002,0.0,3.4188034188,34.188034188,13.675213675,48.717948718,9.4017094017,29.05982906,30.769230769,26.4957264956,4.2735042735,0.0,40.170940171,59.829059829,0.0,0.0,100.0,0.0,86.324786325,0.0,13.675213675,0.0,117,2020,11,DECEASED
143,Rush University Medical Center (ILPL),ILPL,TX1,2021-01-04 18:00:00,KI,0.0,1.5873015873,0.0,6.3492063492,28.571428571,38.095238095,25.396825397,0.0,1.5873015873,41.26984127,12.698412698,44.444444444,12.698412698,34.920634921,33.333333333,19.047619048,0.0,0.0,46.031746032,53.968253968,0.0,0.0,100.0,0.0,85.714285714,0.0,14.285714286,0.0,63,2020,11,DECEASED
144,OSF Saint Francis Medical Center (ILSF),ILSF,TX1,2021-01-04 18:00:00,KI,5.1282051282,0.0,0.0,0.0,23.076923077,25.641025641,46.153846154,0.0,2.5641025641,43.58974359,20.512820513,33.333333333,7.6923076923,23.076923077,28.205128205,41.025641025,0.0,0.0,23.076923077,76.923076923,0.0,0.0,100.0,0.0,89.743589744,0.0,10.256410256,0.0,39,2020,11,DECEASED
145,University of Chicago Medical Center (ILUC),ILUC,TX1,2021-01-04 18:00:00,KI,0.0,3.8961038961,0.0,6.4935064935,22.077922078,36.363636364,31.168831169,0.0,5.1948051948,38.961038961,11.688311688,44.155844156,11.688311688,32.467532468,25.974025974,28.5714285712,1.2987012987,0.0,37.662337662,62.337662338,0.0,0.0,100.0,0.0,83.116883117,0.0,16.883116883,0.0,77,2020,11,DECEASED
146,University of Illinois Medical Center (ILUI),ILUI,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,7.299270073,31.386861314,42.335766423,18.9781021894,0.0,4.3795620438,31.386861314,16.058394161,48.175182482,8.7591240876,18.248175182,18.97810219,54.014598539999994,0.0,0.0,34.306569343,65.693430657,0.0,0.0,100.0,0.0,87.591240876,0.0,12.408759124,0.0,137,2020,11,DECEASED
147,Abbott Northwestern Hospital (MNAN),MNAN,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,7.1428571429,21.428571429,57.142857143,14.285714286,0.0,7.1428571429,42.857142857,14.285714286,35.714285714,14.285714286,21.428571429,50.0,14.2857142858,0.0,0.0,92.857142857,7.1428571429,0.0,0.0,100.0,0.0,78.571428571,0.0,21.428571429,0.0,14,2020,11,DECEASED
148,Hennepin County Medical Center (MNHC),MNHC,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,18.75,21.875,43.75,15.625,0.0,12.5,31.25,9.375,46.875,12.5,18.75,37.5,31.25,0.0,0.0,31.25,68.75,0.0,0.0,100.0,0.0,93.75,0.0,6.25,0.0,32,2020,11,DECEASED
149,Rochester Methodist Hospital (Mayo Clinic) (MNMC),MNMC,TX1,2021-01-04 18:00:00,KI,2.7397260274,2.7397260274,1.3698630137,9.5890410959,30.136986301,26.02739726,27.397260274,0.0,12.328767123,38.356164384,12.328767123,36.98630137,9.5890410959,26.02739726,36.98630137,26.0273972598,1.3698630137,0.0,46.575342466,53.424657534,0.0,0.0,100.0,0.0,76.712328767,0.0,23.287671233,0.0,73,2020,11,DECEASED
150,"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2021-01-04 18:00:00,KI,0.9259259259,4.6296296296,0.0,14.814814815,17.592592593,37.037037037,25.0,0.0,5.5555555556,34.259259259,15.740740741,44.444444444,7.4074074074,35.185185185,16.666666667,21.296296296599998,19.444444444,0.0,51.851851852,48.148148148,0.0,0.0,100.0,0.0,71.296296296,0.0,28.703703704,0.0,108,2020,11,DECEASED
151,Sanford Bismarck Medical Center (NDMC),NDMC,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,16.666666667,33.333333333,16.666666667,33.333333333,0.0,16.666666667,33.333333333,33.333333333,16.666666667,16.666666667,0.0,50.0,33.333333333,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,6,2020,11,DECEASED
152,Sanford Medical Center Fargo (NDSL),NDSL,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,20.0,13.333333333,40.0,26.6666666667,0.0,6.6666666667,46.666666667,20.0,26.666666667,20.0,26.666666667,26.666666667,26.666666667,0.0,0.0,26.666666667,73.333333333,0.0,0.0,100.0,0.0,93.333333333,0.0,6.6666666667,0.0,15,2020,11,DECEASED
153,Avera McKennan Hospital (SDMK),SDMK,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,7.1428571429,28.571428571,50.0,14.285714286,0.0,7.1428571429,57.142857143,7.1428571429,28.571428571,14.285714286,21.428571429,28.571428571,35.714285715,0.0,0.0,35.714285714,64.285714286,0.0,0.0,100.0,0.0,78.571428571,0.0,21.428571429,0.0,14,2020,11,DECEASED
154,Sanford Health/USD Medical Center (SDSV),SDSV,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,21.428571429,42.857142857,21.428571429,14.2857142858,0.0,14.285714286,35.714285714,0.0,50.0,7.1428571429,42.857142857,28.571428571,21.4285714289,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,14,2020,11,DECEASED
155,Children's Hospital of Wisconsin (WICH),WICH,TX1,2021-01-04 18:00:00,KI,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0,75.0,0.0,0.0,25.0,0.0,0.0,75.0,25.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2020,11,DECEASED
156,Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,13.636363636,18.181818182,36.363636364,31.8181818182,0.0,9.0909090909,40.909090909,15.909090909,34.090909091,4.5454545455,36.363636364,31.818181818,25.000000000500002,2.2727272727,0.0,45.454545455,54.545454545,0.0,0.0,100.0,0.0,88.636363636,0.0,11.363636364,0.0,44,2020,11,DECEASED
157,Aurora St. Luke's Medical Center (WISL),WISL,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,21.739130435,39.130434783,39.1304347829,0.0,8.6956521739,47.826086957,13.043478261,30.434782609,4.347826087,30.434782609,26.086956522,39.130434783,0.0,0.0,47.826086957,52.173913043,0.0,0.0,100.0,0.0,91.304347826,0.0,8.6956521739,0.0,23,2020,11,DECEASED
158,University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2021-01-04 18:00:00,KI,0.0,0.5154639175,0.0,9.793814433,26.288659794,42.783505155,20.6185567009,0.0,4.6391752577,36.082474227,17.525773196,41.75257732,7.2164948454,29.896907216,21.649484536,41.2371134021,0.0,0.0,43.298969072,56.701030928,0.0,0.0,100.0,0.0,84.536082474,0.0,15.463917526,0.0,194,2020,11,DECEASED
159,Children's Hospital Colorado (COCH),COCH,TX1,2021-01-04 18:00:00,KI,37.5,50.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,25.0,12.5,62.5,75.0,25.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,62.5,0.0,37.5,0.0,8,2020,11,DECEASED
160,Centura Porter Adventist Hospital (COPM),COPM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2020,11,DECEASED
161,Presbyterian/St Luke's Medical Center (COSL),COSL,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,14.285714286,42.857142857,25.714285714,17.1428571431,0.0,8.5714285714,31.428571429,31.428571429,28.571428571,11.428571429,45.714285714,14.285714286,28.5714285714,0.0,0.0,22.857142857,77.142857143,0.0,0.0,100.0,0.0,94.285714286,0.0,5.7142857143,0.0,35,2020,11,DECEASED
162,University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,9.4339622642,25.786163522,42.767295597,22.012578616,0.0,6.9182389937,36.477987421,15.094339623,41.509433962,13.836477987,31.446540881,34.591194969,20.1257861633,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,87.421383648,0.0,12.578616352,0.0,159,2020,11,DECEASED
163,Iowa Methodist Medical Center (IAIM),IAIM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,4.9504950495,24.752475248,38.613861386,31.683168317000003,0.0,5.9405940594,34.653465347,17.821782178,41.584158416,11.881188119,21.782178218,41.584158416,23.7623762381,0.9900990099,0.0,29.702970297,70.297029703,0.0,0.0,100.0,0.0,78.217821782,0.0,21.782178218,0.0,101,2020,11,DECEASED
164,University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2021-01-04 18:00:00,KI,4.4117647059,4.4117647059,0.0,11.764705882,27.941176471,33.823529412,17.6470588236,0.0,4.4117647059,41.176470588,8.8235294118,45.588235294,8.8235294118,29.411764706,27.941176471,33.8235294114,0.0,0.0,29.411764706,70.588235294,0.0,0.0,100.0,0.0,86.764705882,0.0,13.235294118,0.0,68,2020,11,DECEASED
165,The Iowa City VA Health Care System (IAVA),IAVA,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,23.529411765,41.176470588,35.294117647,0.0,0.0,35.294117647,0.0,64.705882353,5.8823529412,29.411764706,35.294117647,23.5294117652,5.8823529412,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,17,2020,11,DECEASED
166,University of Kansas Hospital (KSUK),KSUK,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,10.191082803,25.477707006,39.49044586,24.840764332,0.0,3.821656051,31.847133758,14.649681529,49.681528662,5.7324840764,19.108280255,32.484076433,40.1273885353,2.5477707006,0.0,49.044585987,50.955414013,0.0,0.0,100.0,0.0,91.719745223,0.0,8.2802547771,0.0,157,2020,11,DECEASED
167,Barnes-Jewish Hospital (MOBH),MOBH,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,9.6,21.6,42.0,26.8,0.0,5.6,41.2,10.8,42.4,5.2,19.6,28.0,47.2,0.0,0.0,36.0,64.0,0.0,0.0,100.0,0.0,88.0,0.0,12.0,0.0,250,2020,11,DECEASED
168,Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2021-01-04 18:00:00,KI,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2020,11,DECEASED
169,St. Louis Children's Hospital (MOCH),MOCH,TX1,2021-01-04 18:00:00,KI,33.333333333,66.666666667,0.0,0.0,0.0,0.0,0.0,0.0,16.666666667,33.333333333,0.0,50.0,83.333333333,0.0,16.666666667,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,50.0,0.0,50.0,0.0,6,2020,11,DECEASED
170,Children's Mercy Hospital (MOCM),MOCM,TX1,2021-01-04 18:00:00,KI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333,0.0,66.666666667,100.0,0.0,0.0,0.0,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2020,11,DECEASED
171,St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,5.9259259259,21.481481481,41.481481481,31.111111111,0.0,5.1851851852,37.037037037,11.851851852,45.925925926,6.6666666667,12.592592593,31.851851852,48.1481481476,0.7407407407,0.0,40.0,60.0,0.0,0.0,100.0,0.0,88.148148148,0.0,11.851851852,0.0,135,2020,11,DECEASED
172,SSM Health Saint Louis University Hospital (MOSL),MOSL,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,4.8387096774,27.419354839,33.870967742,33.8709677418,0.0,0.0,35.483870968,17.741935484,46.774193548,3.2258064516,16.129032258,41.935483871,38.7096774198,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,93.548387097,0.0,6.4516129032,0.0,62,2020,11,DECEASED
173,University of Missouri Hospital and Clinics (MOUM),MOUM,TX1,2021-01-04 18:00:00,KI,8.3333333333,0.0,0.0,16.666666667,25.0,33.333333333,16.6666666666,0.0,8.3333333333,25.0,25.0,41.666666667,8.3333333333,33.333333333,25.0,33.333333334,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,91.666666667,0.0,8.3333333333,0.0,12,2020,11,DECEASED
174,The Nebraska Medical Center (NEUN),NEUN,TX1,2021-01-04 18:00:00,KI,0.0,0.7575757576,0.0,11.363636364,17.424242424,41.666666667,28.787878788,0.0,3.7878787879,35.606060606,15.151515152,45.454545455,5.303030303,20.454545455,37.121212121,37.121212122,0.0,0.0,36.363636364,63.636363636,0.0,0.0,100.0,0.0,85.606060606,0.0,14.393939394,0.0,132,2020,11,DECEASED
175,Albany Medical Center Hospital (NYAM),NYAM,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,15.714285714,20.0,40.0,24.2857142854,0.0,2.8571428571,31.428571429,15.714285714,50.0,5.7142857143,21.428571429,27.142857143,45.714285714700004,0.0,0.0,37.142857143,62.857142857,0.0,0.0,100.0,0.0,95.714285714,0.0,4.2857142857,0.0,70,2020,11,DECEASED
176,Long Island Jewish Medical Center-Cohen Children's Medical Center (NYCC),NYCC,TX1,2021-01-04 18:00:00,KI,66.666666667,33.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333,66.666666667,66.666666667,33.333333333,0.0,0.0,0.0,0.0,66.666666667,33.333333333,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2020,11,DECEASED
177,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2021-01-04 18:00:00,KI,0.0,2.4096385542,0.0,9.6385542169,19.277108434,54.21686747,14.4578313252,0.0,6.0240963855,38.554216867,15.662650602,39.759036145,12.048192771,30.120481928,36.144578313,18.072289156300002,3.6144578313,0.0,39.759036145,60.240963855,0.0,0.0,100.0,0.0,77.108433735,0.0,22.891566265,0.0,83,2020,11,DECEASED
178,Erie County Medical Center (NYEC),NYEC,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,5.7692307692,14.423076923,55.769230769,24.0384615384,0.0,4.8076923077,37.5,14.423076923,43.269230769,1.9230769231,14.423076923,27.884615385,52.884615385000004,2.8846153846,0.0,32.692307692,67.307692308,0.0,0.0,100.0,0.0,89.423076923,0.0,10.576923077,0.0,104,2020,11,DECEASED
179,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,12.280701754,33.333333333,36.842105263,17.543859648599998,0.0,8.7719298246,43.859649123,8.7719298246,38.596491228,5.2631578947,28.070175439,31.578947368,35.087719298,0.0,0.0,36.842105263,63.157894737,0.0,0.0,100.0,0.0,75.438596491,0.0,24.561403509,0.0,57,2020,11,DECEASED
180,Montefiore Medical Center (NYMA),NYMA,TX1,2021-01-04 18:00:00,KI,4.7619047619,1.1904761905,0.0,10.714285714,22.619047619,40.476190476,20.238095237899998,0.0,4.7619047619,26.19047619,13.095238095,55.952380952,10.714285714,40.476190476,28.571428571,19.0476190479,1.1904761905,0.0,40.476190476,59.523809524,0.0,0.0,100.0,0.0,85.714285714,0.0,14.285714286,0.0,84,2020,11,DECEASED
181,Mount Sinai Medical Center (NYMS),NYMS,TX1,2021-01-04 18:00:00,KI,1.8691588785,2.8037383178,0.0,6.5420560748,28.037383178,41.121495327,19.6261682245,0.0,5.6074766355,28.971962617,19.626168224,45.794392523,18.691588785,32.710280374,27.102803738,19.626168224799997,1.8691588785,0.0,35.514018692,64.485981308,0.0,0.0,100.0,0.0,79.439252336,0.0,20.560747664,0.0,107,2020,11,DECEASED
182,North Shore University Hospital/Northwell Health (NYNS),NYNS,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,7.1428571429,10.714285714,41.071428571,41.071428571,0.0,5.3571428571,39.285714286,19.642857143,35.714285714,7.1428571429,44.642857143,23.214285714,24.9999999998,0.0,0.0,33.928571429,66.071428571,0.0,0.0,100.0,0.0,92.857142857,0.0,7.1428571429,0.0,56,2020,11,DECEASED
183,New York-Presbyterian Hospital/Weill Cornell Medical Center (NYNY),NYNY,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,9.8901098901,17.582417582,42.857142857,29.670329670999998,0.0,4.3956043956,38.461538462,6.5934065934,50.549450549,10.989010989,40.659340659,34.065934066,14.285714285700001,0.0,0.0,41.758241758,58.241758242,0.0,0.0,100.0,0.0,81.318681319,0.0,18.681318681,0.0,91,2020,11,DECEASED
184,University Hospital of State University of New York at Stony Brook (NYSB),NYSB,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,9.5238095238,20.634920635,49.206349206,20.6349206349,0.0,6.3492063492,26.984126984,17.46031746,49.206349206,12.698412698,28.571428571,31.746031746,26.9841269845,0.0,0.0,30.158730159,69.841269841,0.0,0.0,100.0,0.0,84.126984127,0.0,15.873015873,0.0,63,2020,11,DECEASED
185,New York University Medical Center (NYUC),NYUC,TX1,2021-01-04 18:00:00,KI,0.0,0.0,0.0,8.8235294118,24.264705882,37.5,29.411764706,0.0,4.4117647059,30.147058824,20.588235294,44.852941176,10.294117647,36.764705882,29.411764706,19.117647058899998,4.4117647059,0.0,27.205882353,72.794117647,0.0,0.0,100.0,0.0,92.647058824,0.0,7.3529411765,0.0,136,2020,11,DECEASED
