,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCL_A10_C,RCL_A17_C,RCL_A2_C,RCL_A34_C,RCL_A49_C,RCL_A64_C,RCL_A65P_C,RCL_AU_C,RCL_BAB_C,RCL_BA_C,RCL_BB_C,RCL_BO_C,RCL_BMI20_C,RCL_BMI25_C,RCL_BMI30_C,RCL_BMI31P_C,RCL_BMINR_C,RCL_BU_C,RCL_GF_C,RCL_GM_C,RCL_GU_C,RCL_ICU_C,RCL_HOSPNR_C,RCL_HOSP_C,RCL_PTXN_C,RCL_PTXU_C,RCL_PTXY_C,RCL_NOTHOSP_C,RCL_N_C,YEAR,MONTH,D_OR_L
34,Hahnemann University Hospital (PAHM),PAHM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,14.285714286,0.0,57.142857143,28.571428571,0.0,0.0,42.857142857,42.857142857,14.285714286,14.285714286,57.142857143,14.285714286,14.285714286,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,42.857142857,0.0,57.142857143,0.0,7,2017.0,11.0,LIVING
35,The Lankenau Hospital (PALH),PALH,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,11.111111111,77.777777778,11.111111111,0.0,11.111111111,22.222222222,0.0,66.666666667,0.0,22.222222222,0.0,77.777777778,0.0,0.0,55.555555556,44.444444444,0.0,0.0,100.0,0.0,88.888888889,0.0,11.111111111,0.0,9,2017.0,11.0,LIVING
36,Lehigh Valley Hospital (PALV),PALV,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,25.0,37.5,33.333333333,4.1666666667,0.0,0.0,58.333333333,12.5,29.166666667,12.5,37.5,25.0,25.0,0.0,0.0,29.166666667,70.833333333,0.0,0.0,100.0,0.0,83.333333333,0.0,16.666666667,0.0,24,2017.0,11.0,LIVING
37,UPMC Hamot (PAPH),PAPH,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
38,University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,12.068965517,29.310344828,34.482758621,24.137931034,0.0,5.1724137931,50.0,10.344827586,34.482758621,1.724137931,22.413793103,18.965517241,20.689655172,36.206896552,0.0,39.655172414,60.344827586,0.0,0.0,100.0,0.0,68.965517241,0.0,31.034482759,0.0,58,2017.0,11.0,LIVING
39,Thomas Jefferson University Hospital (PATJ),PATJ,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,22.727272727,13.636363636,36.363636364,27.272727273,0.0,4.5454545455,36.363636364,9.0909090909,50.0,13.636363636,18.181818182,36.363636364,27.272727273,4.5454545455,0.0,36.363636364,63.636363636,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,22,2017.0,11.0,LIVING
40,Temple University Hospital (PATU),PATU,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,20.0,20.0,40.0,20.0,0.0,0.0,80.0,0.0,20.0,0.0,20.0,60.0,20.0,0.0,0.0,20.0,80.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5,2017.0,11.0,LIVING
41,Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,25.0,30.882352941,38.235294118,5.8823529412,0.0,1.4705882353,42.647058824,14.705882353,41.176470588,11.764705882,33.823529412,33.823529412,20.588235294,0.0,0.0,44.117647059,55.882352941,0.0,0.0,100.0,0.0,92.647058824,0.0,7.3529411765,0.0,68,2017.0,11.0,LIVING
42,VA Pittsburgh Healthcare System (PAVA),PAVA,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,20.0,20.0,40.0,20.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,80.0,0.0,20.0,0.0,5,2017.0,11.0,LIVING
43,Inova Fairfax Hospital (VAFH),VAFH,TX1,2018-01-04 18:00:00,KI,0.0,2.5641025641,0.0,23.076923077,38.461538462,23.076923077,12.820512821,0.0,5.1282051282,33.333333333,20.512820513,41.025641026,25.641025641,30.769230769,30.769230769,12.820512821,0.0,0.0,43.58974359,56.41025641,0.0,0.0,100.0,0.0,97.435897436,0.0,2.5641025641,0.0,39,2017.0,11.0,LIVING
44,Charleston Area Medical Center (WVCA),WVCA,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
45,Children's of Alabama (ALCH),ALCH,TX1,2018-01-04 18:00:00,KI,25.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,50.0,75.0,25.0,0.0,0.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,75.0,0.0,25.0,0.0,4,2017.0,11.0,LIVING
46,University of Alabama Hospital (ALUA),ALUA,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,14.102564103,37.179487179,33.333333333,15.384615385,0.0,5.1282051282,29.487179487,14.102564103,51.282051282,6.4102564103,33.333333333,28.205128205,32.051282051,0.0,0.0,46.153846154,53.846153846,0.0,0.0,100.0,0.0,88.461538462,0.0,11.538461538,0.0,78,2017.0,11.0,LIVING
47,UAMS Medical Center (ARUA),ARUA,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,42.857142857,57.142857143,0.0,0.0,14.285714286,28.571428571,42.857142857,14.285714286,14.285714286,42.857142857,28.571428571,14.285714286,0.0,0.0,42.857142857,57.142857143,0.0,0.0,100.0,0.0,85.714285714,0.0,14.285714286,0.0,7,2017.0,11.0,LIVING
48,Cleveland Clinic Florida Weston (FLCC),FLCC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,23.529411765,11.764705882,35.294117647,29.411764706,0.0,11.764705882,35.294117647,11.764705882,41.176470588,11.764705882,23.529411765,41.176470588,23.529411765,0.0,0.0,47.058823529,52.941176471,0.0,0.0,100.0,0.0,82.352941176,0.0,17.647058824,0.0,17,2017.0,11.0,LIVING
49,Florida Hospital Medical Center (FLFH),FLFH,TX1,2018-01-04 18:00:00,KI,2.7777777778,0.0,0.0,19.444444444,19.444444444,44.444444444,13.888888889,0.0,5.5555555556,36.111111111,13.888888889,44.444444444,11.111111111,33.333333333,36.111111111,19.444444444,0.0,0.0,36.111111111,63.888888889,0.0,0.0,100.0,0.0,86.111111111,0.0,13.888888889,0.0,36,2017.0,11.0,LIVING
50,Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2018-01-04 18:00:00,KI,5.7142857143,2.8571428571,0.0,18.571428571,28.571428571,31.428571429,12.857142857,0.0,5.7142857143,42.857142857,11.428571429,40.0,17.142857143,40.0,21.428571429,21.428571429,0.0,0.0,34.285714286,65.714285714,0.0,0.0,100.0,0.0,94.285714286,0.0,5.7142857143,0.0,70,2017.0,11.0,LIVING
51,Largo Medical Center (FLLM),FLLM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2017.0,11.0,LIVING
52,Mayo Clinic Florida (FLSL),FLSL,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,15.384615385,20.512820513,43.58974359,20.512820513,0.0,5.1282051282,25.641025641,25.641025641,43.58974359,5.1282051282,30.769230769,20.512820513,43.58974359,0.0,0.0,30.769230769,69.230769231,0.0,0.0,100.0,0.0,76.923076923,0.0,23.076923077,0.0,39,2017.0,11.0,LIVING
53,Tampa General Hospital (FLTG),FLTG,TX1,2018-01-04 18:00:00,KI,0.0,1.9230769231,1.9230769231,17.307692308,25.0,23.076923077,30.769230769,0.0,3.8461538462,53.846153846,9.6153846154,32.692307692,7.6923076923,30.769230769,46.153846154,15.384615385,0.0,0.0,36.538461538,63.461538462,0.0,0.0,100.0,0.0,98.076923077,0.0,1.9230769231,0.0,52,2017.0,11.0,LIVING
54,UF Health Shands Hospital (FLUF),FLUF,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,13.636363636,40.909090909,27.272727273,18.181818182,0.0,4.5454545455,36.363636364,4.5454545455,54.545454545,4.5454545455,40.909090909,40.909090909,13.636363636,0.0,0.0,27.272727273,72.727272727,0.0,0.0,100.0,0.0,68.181818182,0.0,31.818181818,0.0,22,2017.0,11.0,LIVING
55,Children's Healthcare of Atlanta at Egleston (GAEH),GAEH,TX1,2018-01-04 18:00:00,KI,20.0,70.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,20.0,80.0,10.0,0.0,10.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,10,2017.0,11.0,LIVING
56,Emory University Hospital (GAEM),GAEM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,15.151515152,39.393939394,29.292929293,16.161616162,0.0,10.101010101,35.353535354,16.161616162,38.383838384,7.0707070707,35.353535354,31.313131313,26.262626263,0.0,0.0,32.323232323,67.676767677,0.0,0.0,100.0,0.0,91.919191919,0.0,8.0808080808,0.0,99,2017.0,11.0,LIVING
57,"AU Medical Center, Inc. (GAMC)",GAMC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,21.428571429,28.571428571,28.571428571,21.428571429,0.0,7.1428571429,50.0,7.1428571429,35.714285714,0.0,42.857142857,28.571428571,28.571428571,0.0,0.0,57.142857143,42.857142857,0.0,0.0,100.0,0.0,92.857142857,0.0,7.1428571429,0.0,14,2017.0,11.0,LIVING
58,Piedmont Hospital (GAPH),GAPH,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,21.052631579,24.561403509,42.105263158,12.280701754,0.0,7.0175438596,45.614035088,15.789473684,31.578947368,15.789473684,21.052631579,24.561403509,38.596491228,0.0,0.0,40.350877193,59.649122807,0.0,0.0,100.0,0.0,91.228070175,0.0,8.7719298246,0.0,57,2017.0,11.0,LIVING
59,Children's Hospital (LACH),LACH,TX1,2018-01-04 18:00:00,KI,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
60,Ochsner Foundation Hospital (LAOF),LAOF,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,15.217391304,36.956521739,26.086956522,21.739130435,0.0,6.5217391304,41.304347826,15.217391304,36.956521739,4.347826087,32.608695652,36.956521739,26.086956522,0.0,0.0,41.304347826,58.695652174,0.0,0.0,100.0,0.0,89.130434783,0.0,10.869565217,0.0,46,2017.0,11.0,LIVING
61,Tulane Medical Center (LATU),LATU,TX1,2018-01-04 18:00:00,KI,0.0,3.5714285714,0.0,17.857142857,25.0,35.714285714,17.857142857,0.0,3.5714285714,39.285714286,14.285714286,42.857142857,3.5714285714,32.142857143,32.142857143,32.142857143,0.0,0.0,46.428571429,53.571428571,0.0,0.0,100.0,0.0,89.285714286,0.0,10.714285714,0.0,28,2017.0,11.0,LIVING
62,Willis-Knighton Medical Center (LAWK),LAWK,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,62.5,12.5,25.0,0.0,0.0,0.0,50.0,12.5,37.5,0.0,37.5,12.5,50.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2017.0,11.0,LIVING
63,University of Mississippi Medical Center (MSUM),MSUM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,12.5,25.0,62.5,0.0,0.0,12.5,25.0,25.0,37.5,0.0,0.0,37.5,62.5,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2017.0,11.0,LIVING
64,Auxilio Mutuo Hospital (PRSJ),PRSJ,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,10.0,30.0,40.0,20.0,0.0,0.0,70.0,10.0,20.0,10.0,30.0,30.0,30.0,0.0,0.0,40.0,60.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,10,2017.0,11.0,LIVING
65,Integris Baptist Medical Center (OKBC),OKBC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,19.047619048,19.047619048,47.619047619,14.285714286,0.0,9.5238095238,42.857142857,14.285714286,33.333333333,4.7619047619,38.095238095,23.80952381,33.333333333,0.0,0.0,28.571428571,71.428571429,0.0,0.0,100.0,0.0,95.238095238,0.0,4.7619047619,0.0,21,2017.0,11.0,LIVING
66,Saint Francis Hospital (OKSF),OKSF,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,55.555555556,11.111111111,22.222222222,11.111111111,0.0,0.0,33.333333333,0.0,66.666666667,33.333333333,22.222222222,11.111111111,33.333333333,0.0,0.0,66.666666667,33.333333333,0.0,0.0,100.0,0.0,88.888888889,0.0,11.111111111,0.0,9,2017.0,11.0,LIVING
67,St John Medical Center (OKSJ),OKSJ,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,37.5,56.25,6.25,0.0,0.0,37.5,12.5,50.0,0.0,18.75,56.25,25.0,0.0,0.0,37.5,62.5,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,16,2017.0,11.0,LIVING
68,Baylor All Saints Medical Center (TXAS),TXAS,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,12.5,43.75,43.75,0.0,0.0,12.5,43.75,0.0,43.75,6.25,37.5,43.75,12.5,0.0,0.0,43.75,56.25,0.0,0.0,100.0,0.0,81.25,0.0,18.75,0.0,16,2017.0,11.0,LIVING
69,"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2018-01-04 18:00:00,KI,0.0,3.8461538462,3.8461538462,19.230769231,19.230769231,38.461538462,15.384615385,0.0,15.384615385,42.307692308,3.8461538462,38.461538462,15.384615385,15.384615385,46.153846154,23.076923077,0.0,0.0,38.461538462,61.538461538,0.0,0.0,100.0,0.0,84.615384615,0.0,15.384615385,0.0,26,2017.0,11.0,LIVING
70,Children's Medical Center of Dallas (TXCM),TXCM,TX1,2018-01-04 18:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
71,Driscoll Children's Hospital (TXDC),TXDC,TX1,2018-01-04 18:00:00,KI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,1,2017.0,11.0,LIVING
72,North Austin Medical Center (TXDM),TXDM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,25.0,25.0,16.666666667,33.333333333,0.0,0.0,66.666666667,0.0,33.333333333,0.0,41.666666667,41.666666667,16.666666667,0.0,0.0,33.333333333,66.666666667,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,12,2017.0,11.0,LIVING
73,Doctor's Hospital at Renaissance (TXDR),TXDR,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
74,Texas Health Harris Methodist Fort Worth Hospital (TXFW),TXFW,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
75,Medical City Dallas Hospital (TXHD),TXHD,TX1,2018-01-04 18:00:00,KI,12.5,0.0,0.0,12.5,0.0,75.0,0.0,0.0,12.5,37.5,0.0,50.0,25.0,25.0,25.0,25.0,0.0,0.0,62.5,37.5,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,8,2017.0,11.0,LIVING
76,"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,28.571428571,28.571428571,35.714285714,7.1428571429,0.0,0.0,42.857142857,7.1428571429,50.0,14.285714286,35.714285714,21.428571429,28.571428571,0.0,0.0,14.285714286,85.714285714,0.0,0.0,100.0,0.0,92.857142857,0.0,7.1428571429,0.0,14,2017.0,11.0,LIVING
77,CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,25.0,17.857142857,39.285714286,17.857142857,0.0,0.0,35.714285714,10.714285714,53.571428571,7.1428571429,32.142857143,25.0,35.714285714,0.0,0.0,42.857142857,57.142857143,0.0,0.0,100.0,0.0,92.857142857,0.0,7.1428571429,0.0,28,2017.0,11.0,LIVING
78,Methodist Specialty and Transplant Hospital (TXHS),TXHS,TX1,2018-01-04 18:00:00,KI,0.0,0.5917159763,0.0,18.343195266,32.544378698,33.136094675,15.384615385,0.0,4.1420118343,30.177514793,13.609467456,52.071005917,3.550295858,28.402366864,36.686390533,31.360946746,0.0,0.0,43.195266272,56.804733728,0.0,0.0,100.0,0.0,91.715976331,0.0,8.2840236686,0.0,169,2017.0,11.0,LIVING
79,University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,66.666666667,0.0,33.333333333,0.0,0.0,0.0,0.0,0.0,100.0,0.0,33.333333333,33.333333333,33.333333333,0.0,0.0,66.666666667,33.333333333,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2017.0,11.0,LIVING
80,Las Palmas Medical Center (TXLP),TXLP,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,33.333333333,33.333333333,33.333333333,0.0,0.0,0.0,33.333333333,66.666666667,0.0,66.666666667,33.333333333,0.0,0.0,0.0,66.666666667,33.333333333,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2017.0,11.0,LIVING
81,Methodist Dallas Medical Center (TXMC),TXMC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,7.6923076923,46.153846154,30.769230769,15.384615385,0.0,7.6923076923,69.230769231,7.6923076923,15.384615385,0.0,23.076923077,38.461538462,38.461538462,0.0,0.0,30.769230769,69.230769231,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,13,2017.0,11.0,LIVING
82,Houston Methodist Hospital (TXMH),TXMH,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,10.344827586,34.482758621,39.08045977,16.091954023,0.0,3.4482758621,36.781609195,10.344827586,49.425287356,11.494252874,29.885057471,32.183908046,26.436781609,0.0,0.0,29.885057471,70.114942529,0.0,0.0,100.0,0.0,87.356321839,0.0,12.643678161,0.0,87,2017.0,11.0,LIVING
83,Medical City Fort Worth (TXPL),TXPL,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,9.0909090909,45.454545455,45.454545455,0.0,0.0,0.0,54.545454545,0.0,45.454545455,0.0,36.363636364,36.363636364,27.272727273,0.0,0.0,45.454545455,54.545454545,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,11,2017.0,11.0,LIVING
84,UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,27.272727273,36.363636364,27.272727273,9.0909090909,0.0,0.0,45.454545455,18.181818182,36.363636364,9.0909090909,9.0909090909,36.363636364,45.454545455,0.0,0.0,54.545454545,45.454545455,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,11,2017.0,11.0,LIVING
85,Scott and White Memorial Hospital (TXSW),TXSW,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,5.8823529412,23.529411765,52.941176471,17.647058824,0.0,0.0,23.529411765,5.8823529412,70.588235294,5.8823529412,23.529411765,11.764705882,58.823529412,0.0,0.0,47.058823529,52.941176471,0.0,0.0,100.0,0.0,64.705882353,0.0,35.294117647,0.0,17,2017.0,11.0,LIVING
86,Texas Children's Hospital (TXTC),TXTC,TX1,2018-01-04 18:00:00,KI,44.444444444,33.333333333,0.0,22.222222222,0.0,0.0,0.0,0.0,11.111111111,33.333333333,11.111111111,44.444444444,66.666666667,11.111111111,11.111111111,11.111111111,0.0,0.0,11.111111111,88.888888889,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2017.0,11.0,LIVING
87,Baylor University Medical Center (TXTX),TXTX,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,7.5,30.0,50.0,12.5,0.0,2.5,42.5,7.5,47.5,10.0,27.5,22.5,40.0,0.0,0.0,35.0,65.0,0.0,0.0,100.0,0.0,90.0,0.0,10.0,0.0,40,2017.0,11.0,LIVING
88,East Texas Medical Center (TXTY),TXTY,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,50.0,25.0,25.0,0.0,25.0,25.0,50.0,0.0,0.0,25.0,75.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,4,2017.0,11.0,LIVING
89,Michael E. DeBakey VA Medical Center (TXVA),TXVA,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,0.0,33.333333333,33.333333333,33.333333333,0.0,33.333333333,0.0,0.0,66.666666667,0.0,33.333333333,33.333333333,33.333333333,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2017.0,11.0,LIVING
90,Phoenix Children's Hospital (AZCH),AZCH,TX1,2018-01-04 18:00:00,KI,33.333333333,66.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.666666667,0.0,33.333333333,100.0,0.0,0.0,0.0,0.0,0.0,66.666666667,33.333333333,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2017.0,11.0,LIVING
91,Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,20.0,30.0,42.5,7.5,0.0,5.0,37.5,7.5,50.0,5.0,42.5,35.0,17.5,0.0,0.0,42.5,57.5,0.0,0.0,100.0,0.0,87.5,0.0,12.5,0.0,40,2017.0,11.0,LIVING
92,Mayo Clinic Hospital (AZMC),AZMC,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,20.967741935,27.419354839,32.258064516,19.35483871,0.0,3.2258064516,24.193548387,8.064516129,64.516129032,14.516129032,22.580645161,38.709677419,24.193548387,0.0,0.0,46.774193548,53.225806452,0.0,0.0,100.0,0.0,88.709677419,0.0,11.290322581,0.0,62,2017.0,11.0,LIVING
93,St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,33.333333333,33.333333333,33.333333333,0.0,0.0,0.0,33.333333333,0.0,66.666666667,0.0,0.0,66.666666667,33.333333333,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,3,2017.0,11.0,LIVING
94,Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,44.444444444,11.111111111,11.111111111,33.333333333,0.0,0.0,22.222222222,11.111111111,66.666666667,44.444444444,22.222222222,11.111111111,11.111111111,11.111111111,0.0,11.111111111,88.888888889,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,9,2017.0,11.0,LIVING
95,Rady Children's Hospital and Health Center (CACH),CACH,TX1,2018-01-04 18:00:00,KI,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,1,2017.0,11.0,LIVING
96,Childrens Hospital Los Angeles (CACL),CACL,TX1,2018-01-04 18:00:00,KI,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
97,Cedars-Sinai Medical Center (CACS),CACS,TX1,2018-01-04 18:00:00,KI,1.9230769231,0.0,0.0,23.076923077,15.384615385,40.384615385,19.230769231,0.0,5.7692307692,23.076923077,15.384615385,55.769230769,25.0,36.538461538,21.153846154,17.307692308,0.0,0.0,42.307692308,57.692307692,0.0,0.0,100.0,0.0,82.692307692,0.0,17.307692308,0.0,52,2017.0,11.0,LIVING
98,Scripps Green Hospital (CAGH),CAGH,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,11.764705882,23.529411765,47.058823529,17.647058824,0.0,5.8823529412,35.294117647,11.764705882,47.058823529,5.8823529412,23.529411765,52.941176471,17.647058824,0.0,0.0,41.176470588,58.823529412,0.0,0.0,100.0,0.0,94.117647059,0.0,5.8823529412,0.0,17,2017.0,11.0,LIVING
99,University of California Irvine Medical Center (CAIM),CAIM,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,36.363636364,27.272727273,36.363636364,0.0,0.0,0.0,45.454545455,27.272727273,27.272727273,18.181818182,54.545454545,27.272727273,0.0,0.0,0.0,54.545454545,45.454545455,0.0,0.0,100.0,0.0,81.818181818,0.0,18.181818182,0.0,11,2017.0,11.0,LIVING
100,Harbor UCLA Medical Center (CALA),CALA,TX1,2018-01-04 18:00:00,KI,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,2,2017.0,11.0,LIVING
101,Loma Linda University Medical Center (CALL),CALL,TX1,2018-01-04 18:00:00,KI,2.3255813953,2.3255813953,0.0,20.930232558,37.209302326,23.255813953,13.953488372,0.0,2.3255813953,30.23255814,11.627906977,55.813953488,13.953488372,25.581395349,23.255813953,37.209302326,0.0,0.0,34.88372093,65.11627907,0.0,0.0,100.0,0.0,93.023255814,0.0,6.976744186,0.0,43,2017.0,11.0,LIVING
102,UCSF Medical Center at Mission Bay (CAMB),CAMB,TX1,2018-01-04 18:00:00,KI,20.0,60.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,40.0,0.0,40.0,40.0,20.0,20.0,20.0,0.0,0.0,20.0,80.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5,2017.0,11.0,LIVING
103,Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2018-01-04 18:00:00,KI,14.285714286,57.142857143,14.285714286,14.285714286,0.0,0.0,0.0,0.0,0.0,28.571428571,14.285714286,57.142857143,71.428571429,14.285714286,14.285714286,0.0,0.0,0.0,57.142857143,42.857142857,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,7,2017.0,11.0,LIVING
