,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_C,RCC_A17_C,RCC_A2_C,RCC_A34_C,RCC_A49_C, RCC_A65P_C,RCC_AU_C,RCC_BAB_C,RCC_BA_C,RCC_BB_C,RCC_BO_C,RCC_BMI20_C,RCC_BMI25_C,RCC_BMI30_C,RCC_BMI31P_C,RCC_BMINR_C,RCC_BU_C,RCC_GF_C,RCC_GM_C,RCC_GU_C,RCC_ICU_C,RCC_HOSPNR_C,RCC_HOSP_C,RCC_PTXN_C,RCC_PTXU_C,RCC_PTXY_C,RCC_NOTHOSP_C,RCC_TST1_C,RCC_TST1_R,RCC_TST1A_C,RCC_TST1A_R,RCC_TST1B_C, RCC_TST1B_R,RCC_TST2_C,RCC_TST2_R,RCC_TST2A_C,RCC_TST2A_R,RCC_TST2B_C,RCC_TST2B_R,RCC_TST3_C,RCC_TST3_R,RCC_ME11_C,RCC_ME11_R,RCC_ME15_C,RCC_ME15_R,RCC_ME21_C,RCC_ME21_R,RCC_ME31_C,RCC_ME31_R,RCC_ME6_C,RCC_ME6_R,RCC_PE6_C,RCC_PE6_R,RCC_PE11_C,RCC_PE11_R,RCC_PE15_C,RCC_PE15_R,RCC_PE21_C,RCC_PE21_R,RCC_PE31_C,RCC_PE31_R,RCC_TINA_C,RCC_TINA_R,D_OR_L,YEAR,MONTH
91,Children's Hospital Colorado (COCH),COCH,TX1,2017-07-05 19:00:00,HR,23.076923077,0,53.846153846,23.076923077,0,,0,0,38.461538462,23.076923077,38.461538462,84.615384615,7.6923076923,7.6923076923,0,0,0,46.153846154,53.846153846,0,30.769230769,0,30.769230769,76.923076923,0,23.076923077,38.461538462,,,53.846153846,49.514563107,46.153846154,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
92,University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2017-07-05 19:00:00,HR,0,0,0,13.888888889,25,,0,5.5555555556,55.555555556,11.111111111,27.777777778,8.3333333333,44.444444444,27.777777778,19.444444444,0,0,27.777777778,72.222222222,0,22.222222222,0,22.222222222,94.444444444,0,5.5555555556,55.555555556,,,30.555555556,49.514563107,61.111111111,,8.3333333333,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
93,University of Iowa Hospitals and Clinics (IAIV),IAIV,TX1,2017-07-05 19:00:00,HR,8.3333333333,0,8.3333333333,25,8.3333333333,,0,0,41.666666667,16.666666667,41.666666667,16.666666667,8.3333333333,33.333333333,41.666666667,0,0,33.333333333,66.666666667,0,16.666666667,0,0,100,0,0,83.333333333,,,58.333333333,49.514563107,41.666666667,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
94,University of Kansas Hospital (KSUK),KSUK,TX1,2017-07-05 19:00:00,HR,0,0,0,0,100,,0,0,100,0,0,0,50,0,50,0,0,0,100,0,100,0,0,100,0,0,0,,,100,49.514563107,0,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
95,Barnes-Jewish Hospital (MOBH),MOBH,TX1,2017-07-05 19:00:00,HR,0,0,0,6.8965517241,6.8965517241,,0,3.4482758621,37.931034483,10.344827586,48.275862069,3.4482758621,13.793103448,37.931034483,44.827586207,0,0,27.586206897,72.413793103,0,3.4482758621,0,13.793103448,96.551724138,0,3.4482758621,82.75862069,,,24.137931034,49.514563107,75.862068966,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
96,Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2017-07-05 19:00:00,HR,25,0,75,0,0,,0,25,0,0,75,100,0,0,0,0,0,25,75,0,50,0,25,100,0,0,25,,,100,49.514563107,0,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
97,St. Louis Children's Hospital (MOCH),MOCH,TX1,2017-07-05 19:00:00,HR,16.666666667,44.444444444,22.222222222,16.666666667,0,,0,0,55.555555556,5.5555555556,38.888888889,94.444444444,5.5555555556,0,0,0,0,44.444444444,55.555555556,0,55.555555556,0,5.5555555556,100,0,0,38.888888889,,,77.777777778,49.514563107,22.222222222,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
98,Children's Mercy Hospital (MOCM),MOCM,TX1,2017-07-05 19:00:00,HR,0,66.666666667,0,33.333333333,0,,0,0,66.666666667,0,33.333333333,0,66.666666667,33.333333333,0,0,0,33.333333333,66.666666667,0,66.666666667,0,0,100,0,0,33.333333333,,,66.666666667,49.514563107,33.333333333,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
99,St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2017-07-05 19:00:00,HR,0,0,0,11.363636364,13.636363636,,0,6.8181818182,34.090909091,9.0909090909,50,4.5454545455,34.090909091,34.090909091,27.272727273,0,0,25,75,0,45.454545455,0,2.2727272727,100,0,0,52.272727273,,,50,49.514563107,50,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
100,Children's Hospital & Medical Center (NECH),NECH,TX1,2017-07-05 19:00:00,HR,0,33.333333333,66.666666667,0,0,,0,0,33.333333333,33.333333333,33.333333333,66.666666667,0,33.333333333,0,0,0,0,100,0,100,0,0,100,0,0,0,,,100,49.514563107,0,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
101,The Nebraska Medical Center (NEUN),NEUN,TX1,2017-07-05 19:00:00,HR,0,0,0,4.7619047619,9.5238095238,,0,0,38.095238095,14.285714286,47.619047619,9.5238095238,11.904761905,40.476190476,38.095238095,0,0,21.428571429,78.571428571,0,2.380952381,0,26.19047619,100,0,0,71.428571429,,,54.761904762,49.514563107,45.238095238,,0,1.4563106796,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
102,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2017-07-05 19:00:00,HR,7.1428571429,7.1428571429,11.428571429,7.1428571429,14.285714286,,0,14.285714286,35.714285714,22.857142857,27.142857143,34.285714286,27.142857143,28.571428571,10,0,0,27.142857143,72.857142857,0,41.428571429,0,18.571428571,92.857142857,0,7.1428571429,40,,,90,87.765957447,8.5714285714,,1.4285714286,0.5319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
103,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2017-07-05 19:00:00,HR,0,0,0,6.25,18.75,,0,12.5,50,25,12.5,6.25,6.25,56.25,31.25,0,0,25,75,0,0,0,81.25,100,0,0,18.75,,,87.5,87.765957447,12.5,,0,0.5319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
104,Montefiore Medical Center (NYMA),NYMA,TX1,2017-07-05 19:00:00,HR,5,7.5,5,12.5,22.5,,0,5,27.5,27.5,40,25,22.5,35,17.5,0,0,37.5,62.5,0,45,0,5,97.5,0,2.5,50,,,92.5,87.765957447,7.5,,0,0.5319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
105,Mount Sinai Medical Center (NYMS),NYMS,TX1,2017-07-05 19:00:00,HR,3.0303030303,3.0303030303,0,3.0303030303,15.151515152,,0,9.0909090909,39.393939394,15.151515152,36.363636364,24.242424242,39.393939394,27.272727273,9.0909090909,0,0,21.212121212,78.787878788,0,0,0,15.151515152,96.96969697,0,3.0303030303,84.848484848,,,72.727272727,87.765957447,27.272727273,,0,0.5319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
106,Westchester Medical Center (NYWC),NYWC,TX1,2017-07-05 19:00:00,HR,0,0,0,13.793103448,13.793103448,,0,3.4482758621,34.482758621,17.24137931,44.827586207,20.689655172,27.586206897,13.793103448,37.931034483,0,0,27.586206897,72.413793103,0,13.793103448,0,51.724137931,96.551724138,0,3.4482758621,34.482758621,,,93.103448276,87.765957447,6.8965517241,,0,0.5319148936,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
107,Indiana University Health (INIM),INIM,TX1,2017-07-05 19:00:00,HR,3.7037037037,7.4074074074,3.7037037037,7.4074074074,7.4074074074,,0,7.4074074074,37.037037037,7.4074074074,48.148148148,11.111111111,29.62962963,33.333333333,25.925925926,0,0,37.037037037,62.962962963,0,22.222222222,0,25.925925926,88.888888889,0,11.111111111,51.851851852,,,66.666666667,76.014760148,29.62962963,,3.7037037037,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
108,Lutheran Hospital of Fort Wayne (INLH),INLH,TX1,2017-07-05 19:00:00,HR,0,0,0,12.5,25,,0,0,50,12.5,37.5,25,37.5,25,12.5,0,0,62.5,37.5,0,50,0,0,100,0,0,50,,,75,76.014760148,25,,0,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
109,St Vincent Hospital and Health Care Center (INSV),INSV,TX1,2017-07-05 19:00:00,HR,0,0,0,17.647058824,8.8235294118,,0,8.8235294118,47.058823529,17.647058824,26.470588235,8.8235294118,23.529411765,23.529411765,44.117647059,0,0,29.411764706,70.588235294,0,32.352941176,0,20.588235294,100,0,0,47.058823529,,,70.588235294,76.014760148,23.529411765,,5.8823529412,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
110,Children's Hospital of Michigan (MICH),MICH,TX1,2017-07-05 19:00:00,HR,28.571428571,14.285714286,57.142857143,0,0,,0,14.285714286,57.142857143,0,28.571428571,85.714285714,14.285714286,0,0,0,0,57.142857143,42.857142857,0,100,0,0,71.428571429,0,28.571428571,0,,,100,76.014760148,0,,0,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
111,Henry Ford Hospital (MIHF),MIHF,TX1,2017-07-05 19:00:00,HR,0,0,0,17.391304348,17.391304348,,0,8.6956521739,30.434782609,21.739130435,39.130434783,0,43.47826087,30.434782609,26.086956522,0,0,21.739130435,78.260869565,0,21.739130435,0,4.347826087,100,0,0,73.913043478,,,56.52173913,76.014760148,43.47826087,,0,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
112,Spectrum Health (MISH),MISH,TX1,2017-07-05 19:00:00,HR,0,0,0,10,10,,0,0,50,10,40,0,20,55,25,0,0,20,80,0,25,0,10,100,0,0,65,,,90,76.014760148,10,,0,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
113,University of Michigan Medical Center (MIUM),MIUM,TX1,2017-07-05 19:00:00,HR,2.8571428571,8.5714285714,11.428571429,11.428571429,14.285714286,,0,0,40,17.142857143,42.857142857,20,28.571428571,28.571428571,17.142857143,5.7142857143,0,17.142857143,82.857142857,0,31.428571429,0,28.571428571,100,0,0,40,,,77.142857143,76.014760148,22.857142857,,0,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
114,The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2017-07-05 19:00:00,HR,3.7037037037,7.4074074074,3.7037037037,9.2592592593,22.222222222,,0,7.4074074074,35.185185185,22.222222222,35.185185185,22.222222222,18.518518519,35.185185185,24.074074074,0,0,35.185185185,64.814814815,0,51.851851852,0,18.518518519,92.592592593,0,7.4074074074,29.62962963,,,79.62962963,76.014760148,18.518518519,,1.8518518519,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
115,Nationwide Children's Hospital (OHCH),OHCH,TX1,2017-07-05 19:00:00,HR,28.571428571,14.285714286,57.142857143,0,0,,0,0,42.857142857,28.571428571,28.571428571,85.714285714,0,0,14.285714286,0,0,14.285714286,85.714285714,0,57.142857143,0,42.857142857,100,0,0,0,,,100,76.014760148,0,,0,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
116,Children's Hospital Medical Center (OHCM),OHCM,TX1,2017-07-05 19:00:00,HR,33.333333333,16.666666667,41.666666667,8.3333333333,0,,0,0,25,8.3333333333,66.666666667,66.666666667,25,8.3333333333,0,0,0,41.666666667,58.333333333,0,41.666666667,0,50,100,0,0,8.3333333333,,,91.666666667,76.014760148,8.3333333333,,0,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
117,Ohio State University Medical Center (OHOU),OHOU,TX1,2017-07-05 19:00:00,HR,0,0,0,3.8461538462,26.923076923,,0,3.8461538462,46.153846154,11.538461538,38.461538462,0,23.076923077,46.153846154,30.769230769,0,0,15.384615385,84.615384615,0,23.076923077,0,0,100,0,0,76.923076923,,,57.692307692,76.014760148,38.461538462,,3.8461538462,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
118,University of Cincinnati  Medical Center (OHUC),OHUC,TX1,2017-07-05 19:00:00,HR,0,0,0,0,28.571428571,,0,0,28.571428571,42.857142857,28.571428571,0,28.571428571,42.857142857,28.571428571,0,0,14.285714286,85.714285714,0,85.714285714,0,0,100,0,0,14.285714286,,,100,76.014760148,0,,0,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
119,University Hospitals of Cleveland (OHUH),OHUH,TX1,2017-07-05 19:00:00,HR,0,0,0,27.272727273,36.363636364,,0,9.0909090909,54.545454545,0,36.363636364,9.0909090909,27.272727273,27.272727273,36.363636364,0,0,9.0909090909,90.909090909,0,27.272727273,0,36.363636364,100,0,0,36.363636364,,,90.909090909,76.014760148,0,,9.0909090909,2.2140221402,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
120,Jewish Hospital (KYJH),KYJH,TX1,2017-07-05 19:00:00,HR,0,0,0,0,0,,0,0,20,0,80,0,20,30,50,0,0,60,40,0,10,0,10,100,0,0,80,,,60,71.315789474,40,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
121,Norton Children's Hospital (KYKC),KYKC,TX1,2017-07-05 19:00:00,HR,100,0,0,0,0,,0,0,0,0,100,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,100,,,100,71.315789474,0,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
122,University of Kentucky Medical Center (KYUK),KYUK,TX1,2017-07-05 19:00:00,HR,0,0,0,4.6511627907,11.627906977,,0,0,48.837209302,6.976744186,44.186046512,4.6511627907,27.906976744,34.88372093,32.558139535,0,0,18.604651163,81.395348837,0,37.209302326,0,11.627906977,100,0,0,51.162790698,,,69.76744186,71.315789474,30.23255814,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
123,Wake Forest Baptist Medical Center (NCBG),NCBG,TX1,2017-07-05 19:00:00,HR,0,0,0,0,33.333333333,,0,22.222222222,44.444444444,11.111111111,22.222222222,0,11.111111111,33.333333333,55.555555556,0,0,22.222222222,77.777777778,0,0,0,44.444444444,100,0,0,55.555555556,,,66.666666667,71.315789474,33.333333333,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
124,Carolinas Medical Center (NCCM),NCCM,TX1,2017-07-05 19:00:00,HR,16.216216216,2.7027027027,10.810810811,10.810810811,29.72972973,,0,0,56.756756757,13.513513514,29.72972973,29.72972973,21.621621622,27.027027027,21.621621622,0,0,18.918918919,81.081081081,0,32.432432432,0,13.513513514,100,0,0,54.054054054,,,70.27027027,71.315789474,27.027027027,,2.7027027027,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
125,Duke University Hospital (NCDU),NCDU,TX1,2017-07-05 19:00:00,HR,2.8571428571,7.1428571429,1.4285714286,5.7142857143,22.857142857,,0,2.8571428571,45.714285714,15.714285714,35.714285714,17.142857143,28.571428571,25.714285714,28.571428571,0,0,38.571428571,61.428571429,0,44.285714286,0,18.571428571,94.285714286,0,5.7142857143,37.142857143,,,75.714285714,71.315789474,20,,4.2857142857,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
126,University of North Carolina Hospitals (NCMH),NCMH,TX1,2017-07-05 19:00:00,HR,0,10,0,10,10,,0,50,0,10,40,40,30,20,10,0,0,30,70,0,20,0,20,100,0,0,60,,,60,71.315789474,40,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
127,Medical University of South Carolina (SCMU),SCMU,TX1,2017-07-05 19:00:00,HR,14.285714286,0,28.571428571,14.285714286,14.285714286,,0,0,71.428571429,0,28.571428571,42.857142857,28.571428571,0,28.571428571,0,0,28.571428571,71.428571429,0,42.857142857,0,14.285714286,100,0,0,42.857142857,,,42.857142857,71.315789474,57.142857143,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
128,Baptist Memorial Hospital (TNBM),TNBM,TX1,2017-07-05 19:00:00,HR,0,0,0,9.0909090909,9.0909090909,,0,0,63.636363636,0,36.363636364,0,36.363636364,36.363636364,27.272727273,0,0,27.272727273,72.727272727,0,54.545454545,0,0,100,0,0,45.454545455,,,81.818181818,71.315789474,18.181818182,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
129,Le Bonheur Children's Medical Center (TNLB),TNLB,TX1,2017-07-05 19:00:00,HR,0,0,100,0,0,,0,0,0,50,50,100,0,0,0,0,0,50,50,0,100,0,0,100,0,0,0,,,100,71.315789474,0,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
130,Saint Thomas Hospital (TNST),TNST,TX1,2017-07-05 19:00:00,HR,0,0,0,0,12.5,,0,12.5,50,12.5,25,0,31.25,18.75,50,0,0,25,75,0,56.25,0,6.25,100,0,0,37.5,,,87.5,71.315789474,12.5,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
131,Vanderbilt University Medical Center (TNVU),TNVU,TX1,2017-07-05 19:00:00,HR,2.1739130435,6.5217391304,7.6086956522,6.5217391304,20.652173913,,0,4.347826087,40.217391304,16.304347826,39.130434783,11.956521739,28.260869565,27.173913043,32.608695652,0,0,27.173913043,72.826086957,0,27.173913043,0,9.7826086957,98.913043478,0,1.0869565217,63.043478261,,,64.130434783,71.315789474,34.782608696,,1.0869565217,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
132,Medical College of Virginia Hospitals (VAMC),VAMC,TX1,2017-07-05 19:00:00,HR,0,0,0,16.666666667,13.333333333,,0,3.3333333333,40,20,36.666666667,3.3333333333,33.333333333,36.666666667,26.666666667,0,0,26.666666667,73.333333333,0,3.3333333333,0,23.333333333,96.666666667,0,3.3333333333,73.333333333,,,66.666666667,71.315789474,33.333333333,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
133,Hunter Holmes McGuire Veterans Administration Medical Center (VAMV),VAMV,TX1,2017-07-05 19:00:00,HR,0,0,0,11.111111111,22.222222222,,0,0,33.333333333,33.333333333,33.333333333,0,55.555555556,22.222222222,22.222222222,0,0,0,100,0,11.111111111,0,0,100,0,0,88.888888889,,,88.888888889,71.315789474,11.111111111,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
134,Sentara Norfolk General Hospital (VANG),VANG,TX1,2017-07-05 19:00:00,HR,0,0,0,8.3333333333,33.333333333,,0,16.666666667,8.3333333333,25,50,8.3333333333,33.333333333,41.666666667,16.666666667,0,0,0,100,0,8.3333333333,0,16.666666667,100,0,0,75,,,100,71.315789474,0,,0,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
135,University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2017-07-05 19:00:00,HR,19.047619048,14.285714286,14.285714286,9.5238095238,19.047619048,,0,0,42.857142857,14.285714286,42.857142857,38.095238095,28.571428571,9.5238095238,23.80952381,0,0,42.857142857,57.142857143,0,38.095238095,0,4.7619047619,100,0,0,57.142857143,,,76.19047619,71.315789474,19.047619048,,4.7619047619,1.5789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2017,July
1,Hartford Hospital (CTHH),CTHH,TX1,2022-07-06 19:00:00,HR,0,0,0,2.5,22.5,,,5,32.5,17.5,45,15,25,32.5,,2.5,0,25,75,0,67.5,0,2.5,97.5,0,2.5,30,,,0,6.2146892655,0,,0,0.5649717514,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
2,Yale New Haven Hospital (CTYN),CTYN,TX1,2022-07-06 19:00:00,HR,0,2.7777777778,0,11.111111111,19.444444444,,,5.5555555556,30.555555556,16.666666667,47.222222222,5.5555555556,30.555555556,27.777777778,,0,0,16.666666667,83.333333333,0,58.333333333,0,25,94.444444444,0,5.5555555556,16.666666667,,,2.7777777778,6.2146892655,0,,0,0.5649717514,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
3,Boston Children's Hospital (MACH),MACH,TX1,2022-07-06 19:00:00,HR,58.333333333,33.333333333,0,8.3333333333,0,,,16.666666667,25,16.666666667,41.666666667,50,8.3333333333,16.666666667,,16.666666667,0,75,25,0,0,0,91.666666667,100,0,0,8.3333333333,,,83.333333333,6.2146892655,0,,8.3333333333,0.5649717514,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
4,Massachusetts General Hospital (MAMG),MAMG,TX1,2022-07-06 19:00:00,HR,0,0,0,4.6511627907,18.604651163,,,2.3255813953,30.23255814,11.627906977,55.813953488,4.6511627907,34.88372093,39.534883721,,0,0,27.906976744,72.093023256,0,20.930232558,11.627906977,13.953488372,97.674418605,0,2.3255813953,53.488372093,,,0,6.2146892655,0,,0,0.5649717514,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
5,Tufts Medical Center (MANM),MANM,TX1,2022-07-06 19:00:00,HR,0,0,0,20,13.333333333,,,3.3333333333,40,13.333333333,43.333333333,13.333333333,30,23.333333333,,0,0,30,70,0,56.666666667,0,26.666666667,100,0,0,16.666666667,,,0,6.2146892655,0,,0,0.5649717514,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
6,Brigham and Women's Hospital (MAPB),MAPB,TX1,2022-07-06 19:00:00,HR,0,0,0,0,31.25,,,0,56.25,18.75,25,12.5,18.75,43.75,,6.25,0,31.25,68.75,0,25,12.5,56.25,100,0,0,6.25,,,0,6.2146892655,0,,0,0.5649717514,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
7,Children's National Medical Center (DCCH),DCCH,TX1,2022-07-06 19:00:00,HR,20,40,40,0,0,,,20,0,60,20,80,20,0,,0,0,80,20,0,80,0,0,100,0,0,20,,,80,8.2568807339,20,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
8,Washington Hospital Center (DCWH),DCWH,TX1,2022-07-06 19:00:00,HR,0,0,0,13.636363636,22.727272727,,,9.0909090909,45.454545455,22.727272727,22.727272727,9.0909090909,36.363636364,31.818181818,,0,0,36.363636364,63.636363636,0,63.636363636,0,22.727272727,95.454545455,0,4.5454545455,13.636363636,,,0,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
9,Alfred I DuPont Hospital for Children (DEAI),DEAI,TX1,2022-07-06 19:00:00,HR,33.333333333,33.333333333,33.333333333,0,0,,,0,100,0,0,100,0,0,,0,0,33.333333333,66.666666667,0,100,0,0,100,0,0,0,,,100,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
10,Johns Hopkins Hospital (MDJH),MDJH,TX1,2022-07-06 19:00:00,HR,4.5454545455,4.5454545455,0,13.636363636,18.181818182,,,9.0909090909,22.727272727,18.181818182,50,9.0909090909,27.272727273,40.909090909,,0,0,13.636363636,86.363636364,0,68.181818182,0,27.272727273,90.909090909,0,9.0909090909,4.5454545455,,,13.636363636,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
11,University of Maryland Medical System (MDUM),MDUM,TX1,2022-07-06 19:00:00,HR,0,0,0,16.666666667,11.111111111,,,0,55.555555556,16.666666667,27.777777778,5.5555555556,50,22.222222222,,5.5555555556,0,22.222222222,77.777777778,0,38.888888889,0,16.666666667,100,0,0,44.444444444,,,0,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
12,Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2022-07-06 19:00:00,HR,0,0,0,10.526315789,21.052631579,,,10.526315789,36.842105263,15.789473684,36.842105263,10.526315789,31.578947368,47.368421053,,0,0,10.526315789,89.473684211,0,89.473684211,0,0,100,0,0,10.526315789,,,0,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
13,Robert Wood Johnson University Hospital (NJRW),NJRW,TX1,2022-07-06 19:00:00,HR,0,0,0,16.666666667,33.333333333,,,16.666666667,50,0,33.333333333,16.666666667,33.333333333,33.333333333,,0,0,0,100,0,66.666666667,0,16.666666667,100,0,0,16.666666667,,,0,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
14,Allegheny General Hospital (PAAG),PAAG,TX1,2022-07-06 19:00:00,HR,0,0,0,4.1666666667,8.3333333333,,,12.5,33.333333333,16.666666667,37.5,0,29.166666667,45.833333333,,0,0,29.166666667,70.833333333,0,33.333333333,0,4.1666666667,100,0,0,62.5,,,0,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
15,UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2022-07-06 19:00:00,HR,40,20,30,10,0,,,0,30,50,20,100,0,0,,0,0,30,70,0,40,0,20,100,0,0,40,,,50,8.2568807339,10,,40,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
16,Children's Hospital of Philadelphia (PACP),PACP,TX1,2022-07-06 19:00:00,HR,29.411764706,47.058823529,17.647058824,5.8823529412,0,,,0,29.411764706,17.647058824,52.941176471,76.470588235,5.8823529412,11.764705882,,0,0,29.411764706,70.588235294,0,17.647058824,0,52.941176471,100,0,0,29.411764706,,,70.588235294,8.2568807339,29.411764706,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
17,Penn State Milton S Hershey Medical Center (PAHE),PAHE,TX1,2022-07-06 19:00:00,HR,0,0,0,5.2631578947,26.315789474,,,5.2631578947,26.315789474,15.789473684,52.631578947,0,26.315789474,42.105263158,,0,0,15.789473684,84.210526316,0,84.210526316,0,5.2631578947,100,0,0,10.526315789,,,0,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
18,University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2022-07-06 19:00:00,HR,0,0,0,14.814814815,22.222222222,,,3.7037037037,51.851851852,7.4074074074,37.037037037,7.4074074074,40.740740741,29.62962963,,0,0,22.222222222,77.777777778,0,70.37037037,0,14.814814815,100,0,0,14.814814815,,,0,8.2568807339,0,,0,1.2232415902,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,D,2022,May
