,Unnamed: 0, CTR_CD, CTR_TY, RELEASE_DATE, ORG, RCC_A10_N, RCC_A17_N, RCC_A2_N, RCC_A34_N, RCC_A49_N, RCC_A64_N, RCC_A65P_N, RCC_AU_N, RCC_BAB_N, RCC_BAT_N, RCC_BA_N, RCC_BB_N, RCC_BMI20_N, RCC_BMI25_N, RCC_BMI30_N, RCC_BMI31P_N, RCC_BMINR_N, RCC_BO_N, RCC_BU_N, RCC_CAD_N, RCC_CAR_N, RCC_CHD_N, RCC_CLD_N, RCC_COD_N, RCC_CON_N, RCC_CYF_N, RCC_DEVS_N, RCC_DIA_N, RCC_ECO_N, RCC_FBP_N, RCC_GF_N, RCC_GLO_N, RCC_GM_N, RCC_GU_N, RCC_HOSPNR_N, RCC_HOSP_N, RCC_HYP_N, RCC_ICU_N, RCC_IDP_N, RCC_INRET_N, RCC_KIRET_N, RCC_LSNR_N, RCC_LS_N, RCC_LURET_N, RCC_ME11_N, RCC_ME15_N, RCC_ME21_N, RCC_ME31_N, RCC_ME6_N, RCC_MET_N, RCC_MIS_N, RCC_MNEO_N, RCC_NCC_N, RCC_NEC_N, RCC_NEO_N, RCC_NOTHOSP_N, RCC_NOTLS_N, RCC_N_N, RCC_OTH_N, RCC_OTK_N, RCC_PE11_N, RCC_PE15_N, RCC_PE21_N, RCC_PE31_N, RCC_PE6_N, RCC_POL_N, RCC_PPH_N, RCC_PRA79_N, RCC_PRA80_N, RCC_PRA9_N, RCC_PRAU_N, RCC_PTXN_N, RCC_PTXU_N, RCC_PTXY_N, RCC_RA_N, RCC_RB_N, RCC_RET_N, RCC_RH_N, RCC_RO_N, RCC_RU_N, RCC_RW_N, RCC_SGS_N, RCC_TINA_N, RCC_TST1A_N, RCC_TST1B_N, RCC_TST1_N, RCC_TST2A_N, RCC_TST2B_N, RCC_TST2_N, RCC_TST3_N, RCC_TUB_N, RCC_VAS_N, RCC_VHD_N,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_N,RCC_A17_N,RCC_A2_N,RCC_A34_N,RCC_A49_N,RCC_A64_N,RCC_A65P_N,RCC_AU_N,RCC_BAB_N,RCC_BAT_N,RCC_BA_N,RCC_BB_N,RCC_BMI20_N,RCC_BMI25_N,RCC_BMI30_N,RCC_BMI31P_N,RCC_BMINR_N,RCC_BO_N,RCC_BU_N,RCC_CAD_N,RCC_CAR_N,RCC_CHD_N,RCC_CLD_N,RCC_COD_N,RCC_CYF_N,RCC_DEVS_N,RCC_DIA_N,RCC_ECO_N,RCC_FBP_N,RCC_GF_N,RCC_GLO_N,RCC_GM_N,RCC_GU_N,RCC_HOSPNR_N,RCC_HOSP_N,RCC_HYP_N,RCC_ICU_N,RCC_IDP_N,RCC_INRET_N,RCC_KIRET_N,RCC_LSNR_N,RCC_LS_N,RCC_LURET_N,RCC_ME11_N,RCC_ME15_N,RCC_ME21_N,RCC_ME31_N,RCC_ME6_N,RCC_MET_N,RCC_MIS_N,RCC_MNEO_N,RCC_NCC_N,RCC_NEC_N,RCC_NEO_N,RCC_NOTHOSP_N,RCC_NOTLS_N,RCC_N_N,RCC_OTH_N,RCC_OTK_N,RCC_PE11_N,RCC_PE15_N,RCC_PE21_N,RCC_PE31_N,RCC_PE6_N,RCC_POL_N,RCC_PPH_N,RCC_PRA79_N,RCC_PRA80_N,RCC_PRA9_N,RCC_PRAU_N,RCC_PTXN_N,RCC_PTXU_N,RCC_PTXY_N,RCC_RA_N,RCC_RB_N,RCC_RET_N,RCC_RH_N,RCC_RO_N,RCC_RU_N,RCC_RW_N,RCC_SGS_N,RCC_TINA_N,RCC_TST1A_N,RCC_TST1B_N,RCC_TST1_N,RCC_TST2A_N,RCC_TST2B_N,RCC_TST2_N,RCC_TST3_N,RCC_TUB_N,RCC_VAS_N,RCC_VHD_N,RCC_CON_N,RCC_A69_N,RCC_A70P_N,RCC_BMI35_N,RCC_BMI40_N,RCC_BMI41P_N,RCC_TAST1_N,RCC_TAST2_N,RCC_TAST3_N,RCC_TAST4_N,RCC_TAST5_N,RCC_TAST6_N
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora St. Luke's Medical Center (WISL),WISL,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children's Hospital Colorado (COCH),COCH,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Iowa Hospitals and Clinics (IAIV),IAIV,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barnes-Jewish Hospital (MOBH),MOBH,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinal Glennon Children's Hospital (MOCG),MOCG,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St. Louis Children's Hospital (MOCH),MOCH,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children's Mercy Hospital (MOCM),MOCM,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Luke's Hospital of Kansas City (MOLH),MOLH,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children's Hospital & Medical Center (NECH),NECH,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Nebraska Medical Center (NEUN),NEUN,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Strong Memorial Hospital, University of Rochester Medical Center (NYFL)",NYFL,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Montefiore Medical Center (NYMA),NYMA,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mount Sinai Medical Center (NYMS),NYMS,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Westchester Medical Center (NYWC),NYWC,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indiana University Health (INIM),INIM,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lutheran Hospital of Fort Wayne (INLH),INLH,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Vincent Hospital and Health Care Center (INSV),INSV,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Children's Hospital of Michigan (MICH),MICH,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Ford Hospital (MIHF),MIHF,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spectrum Health (MISH),MISH,TX1,2017-01-04 18:00:00,HR,5.292942743,4.2942743009,5.292942743,8.5552596538,17.676431425,41.744340879,17.143808256,0,5.8255659121,,38.082556591,15.113182423,19.274300932,28.62849534,30.059920107,21.238348868,0.7989347537,40.978695073,0,28.229027963,60.219707057,9.6537949401,,,,52.396804261,,,,28.162450067,,71.837549933,0,0.5326231691,17.509986684,,31.424766977,,,,0.1664447403,31.491344874,,,,,,,,0.0998668442,,,,,50.532623169,15.945406125,3004,0.7323568575,,,,,,,,,,,,,96.837549933,0,3.1624500666,4.82689747,22.170439414,0,11.251664447,0.9320905459,0,60.818908123,,0,69.573901465,27.829560586,,,,2.5965379494,,,,1.0652463382,,,,,,,,,,,,
