,Unnamed: 0, CTR_CD, CTR_TY, RELEASE_DATE, ORG, RCC_A10_N, RCC_A17_N, RCC_A2_N, RCC_A34_N, RCC_A49_N, RCC_A64_N, RCC_A65P_N, RCC_AU_N, RCC_BAB_N, RCC_BAT_N, RCC_BA_N, RCC_BB_N, RCC_BMI20_N, RCC_BMI25_N, RCC_BMI30_N, RCC_BMI31P_N, RCC_BMINR_N, RCC_BO_N, RCC_BU_N, RCC_CAD_N, RCC_CAR_N, RCC_CHD_N, RCC_CLD_N, RCC_COD_N, RCC_CON_N, RCC_CYF_N, RCC_DEVS_N, RCC_DIA_N, RCC_ECO_N, RCC_FBP_N, RCC_GF_N, RCC_GLO_N, RCC_GM_N, RCC_GU_N, RCC_HOSPNR_N, RCC_HOSP_N, RCC_HYP_N, RCC_ICU_N, RCC_IDP_N, RCC_INRET_N, RCC_KIRET_N, RCC_LSNR_N, RCC_LS_N, RCC_LURET_N, RCC_ME11_N, RCC_ME15_N, RCC_ME21_N, RCC_ME31_N, RCC_ME6_N, RCC_MET_N, RCC_MIS_N, RCC_MNEO_N, RCC_NCC_N, RCC_NEC_N, RCC_NEO_N, RCC_NOTHOSP_N, RCC_NOTLS_N, RCC_N_N, RCC_OTH_N, RCC_OTK_N, RCC_PE11_N, RCC_PE15_N, RCC_PE21_N, RCC_PE31_N, RCC_PE6_N, RCC_POL_N, RCC_PPH_N, RCC_PRA79_N, RCC_PRA80_N, RCC_PRA9_N, RCC_PRAU_N, RCC_PTXN_N, RCC_PTXU_N, RCC_PTXY_N, RCC_RA_N, RCC_RB_N, RCC_RET_N, RCC_RH_N, RCC_RO_N, RCC_RU_N, RCC_RW_N, RCC_SGS_N, RCC_TINA_N, RCC_TST1A_N, RCC_TST1B_N, RCC_TST1_N, RCC_TST2A_N, RCC_TST2B_N, RCC_TST2_N, RCC_TST3_N, RCC_TUB_N, RCC_VAS_N, RCC_VHD_N,D_OR_L, RCL_A10_N, RCL_A17_N, RCL_A2_N, RCL_A34_N, RCL_A49_N, RCL_A64_N, RCL_A65P_N, RCL_AU_N, RCL_BAB_N, RCL_BAT_N, RCL_BA_N, RCL_BB_N, RCL_BMI20_N, RCL_BMI25_N, RCL_BMI30_N, RCL_BMI31P_N, RCL_BMINR_N, RCL_BO_N, RCL_BU_N, RCL_CLD_N, RCL_COD_N, RCL_CON_N, RCL_CYF_N, RCL_DEVS_N, RCL_DIA_N, RCL_ECO_N, RCL_GF_N, RCL_GLO_N, RCL_GM_N, RCL_GU_N, RCL_HOSPNR_N, RCL_HOSP_N, RCL_HYP_N, RCL_ICU_N, RCL_IDP_N, RCL_KIRET_N, RCL_LSNR_N, RCL_LS_N, RCL_LURET_N, RCL_ME11_N, RCL_ME15_N, RCL_ME21_N, RCL_ME31_N, RCL_ME6_N, RCL_MET_N, RCL_MIS_N, RCL_MNEO_N, RCL_NCC_N, RCL_NEC_N, RCL_NEO_N, RCL_NOTHOSP_N, RCL_NOTLS_N, RCL_N_N, RCL_OTH_N, RCL_OTK_N, RCL_PE11_N, RCL_PE15_N, RCL_PE21_N, RCL_PE31_N, RCL_PE6_N, RCL_POL_N, RCL_PPH_N, RCL_PRA79_N, RCL_PRA80_N, RCL_PRA9_N, RCL_PRAU_N, RCL_PTXN_N, RCL_PTXU_N, RCL_PTXY_N, RCL_RA_N, RCL_RB_N, RCL_RH_N, RCL_RO_N, RCL_RU_N, RCL_RW_N, RCL_TINA_N, RCL_TST1A_N, RCL_TST1B_N, RCL_TST1_N, RCL_TST2A_N, RCL_TST2B_N, RCL_TST3_N, RCL_TUB_N, RCL_VAS_N,YEAR,MONTH,ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,RCC_A10_N,RCC_A17_N,RCC_A2_N,RCC_A34_N,RCC_A49_N,RCC_A64_N,RCC_A65P_N,RCC_AU_N,RCC_BAB_N,RCC_BAT_N,RCC_BA_N,RCC_BB_N,RCC_BMI20_N,RCC_BMI25_N,RCC_BMI30_N,RCC_BMI31P_N,RCC_BMINR_N,RCC_BO_N,RCC_BU_N,RCC_CAD_N,RCC_CAR_N,RCC_CHD_N,RCC_CLD_N,RCC_COD_N,RCC_CYF_N,RCC_DEVS_N,RCC_DIA_N,RCC_ECO_N,RCC_FBP_N,RCC_GF_N,RCC_GLO_N,RCC_GM_N,RCC_GU_N,RCC_HOSPNR_N,RCC_HOSP_N,RCC_HYP_N,RCC_ICU_N,RCC_IDP_N,RCC_INRET_N,RCC_KIRET_N,RCC_LSNR_N,RCC_LS_N,RCC_LURET_N,RCC_ME11_N,RCC_ME15_N,RCC_ME21_N,RCC_ME31_N,RCC_ME6_N,RCC_MET_N,RCC_MIS_N,RCC_MNEO_N,RCC_NCC_N,RCC_NEC_N,RCC_NEO_N,RCC_NOTHOSP_N,RCC_NOTLS_N,RCC_N_N,RCC_OTH_N,RCC_OTK_N,RCC_PE11_N,RCC_PE15_N,RCC_PE21_N,RCC_PE31_N,RCC_PE6_N,RCC_POL_N,RCC_PPH_N,RCC_PRA79_N,RCC_PRA80_N,RCC_PRA9_N,RCC_PRAU_N,RCC_PTXN_N,RCC_PTXU_N,RCC_PTXY_N,RCC_RA_N,RCC_RB_N,RCC_RET_N,RCC_RH_N,RCC_RO_N,RCC_RU_N,RCC_RW_N,RCC_SGS_N,RCC_TINA_N,RCC_TST1A_N,RCC_TST1B_N,RCC_TST1_N,RCC_TST2A_N,RCC_TST2B_N,RCC_TST2_N,RCC_TST3_N,RCC_TUB_N,RCC_VAS_N,RCC_VHD_N,RCC_CON_N,RCL_A10_N,RCL_A17_N,RCL_A2_N,RCL_A34_N,RCL_A49_N,RCL_A64_N,RCL_A65P_N,RCL_AU_N,RCL_BAB_N,RCL_BAT_N,RCL_BA_N,RCL_BB_N,RCL_BMI20_N,RCL_BMI25_N,RCL_BMI30_N,RCL_BMI31P_N,RCL_BMINR_N,RCL_BO_N,RCL_BU_N,RCL_CLD_N,RCL_COD_N,RCL_CYF_N,RCL_DEVS_N,RCL_DIA_N,RCL_ECO_N,RCL_GF_N,RCL_GLO_N,RCL_GM_N,RCL_GU_N,RCL_HOSPNR_N,RCL_HOSP_N,RCL_HYP_N,RCL_ICU_N,RCL_IDP_N,RCL_KIRET_N,RCL_LSNR_N,RCL_LS_N,RCL_LURET_N,RCL_ME11_N,RCL_ME15_N,RCL_ME21_N,RCL_ME31_N,RCL_ME6_N,RCL_MET_N,RCL_MIS_N,RCL_MNEO_N,RCL_NCC_N,RCL_NEC_N,RCL_NEO_N,RCL_NOTHOSP_N,RCL_NOTLS_N,RCL_N_N,RCL_OTH_N,RCL_OTK_N,RCL_PE11_N,RCL_PE15_N,RCL_PE21_N,RCL_PE31_N,RCL_PE6_N,RCL_POL_N,RCL_PPH_N,RCL_PRA79_N,RCL_PRA80_N,RCL_PRA9_N,RCL_PRAU_N,RCL_PTXN_N,RCL_PTXU_N,RCL_PTXY_N,RCL_RA_N,RCL_RB_N,RCL_RH_N,RCL_RO_N,RCL_RU_N,RCL_RW_N,RCL_TINA_N,RCL_TST1A_N,RCL_TST1B_N,RCL_TST1_N,RCL_TST2A_N,RCL_TST2B_N,RCL_TST3_N,RCL_TUB_N,RCL_VAS_N,RCL_CON_N,RCC_A69_N,RCC_A70P_N,RCC_BMI35_N,RCC_BMI40_N,RCC_BMI41P_N,RCC_TAST1_N,RCC_TAST2_N,RCC_TAST3_N,RCC_TAST4_N,RCC_TAST5_N,RCC_TAST6_N,RCL_A69_N,RCL_A70P_N,RCL_BMI35_N,RCL_BMI40_N,RCL_BMI41P_N
24,Yale New Haven Hospital (CTYN) , CTYN , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Children's National Medical Center (DCCH) , DCCH , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Washington Hospital Center (DCWH) , DCWH , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Alfred I DuPont Hospital for Children (DEAI) , DEAI , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,All Children's Hospital (FLAC) , FLAC , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Cleveland Clinic Florida Weston (FLCC) , FLCC , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Florida Hospital Medical Center (FLFH) , FLFH , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Memorial Regional Hospital/Joe DiMaggio Children's Hospital (FLJD) , FLJD , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Jackson Memorial Hospital University of Miami School of Medicine (FLJM) , FLJM , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Memorial Regional Hospital (FLMR) , FLMR , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Mayo Clinic Florida (FLSL) , FLSL , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Tampa General Hospital (FLTG) , FLTG , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,UF Health Shands Hospital (FLUF) , FLUF , TX1 , 2016/06/16 , Heart , 5.7 , 4.6 , 6.0 , 8.0 , 17.9 , 41.9 , 15.9 , 0.0 , 6.1 ,   , 38.1 , 15.3 , 20.8 , 27.9 , 29.5 , 20.8 , 1.0 , 40.4 , 0.0 , 29.6 , 58.3 , 10.3 ,   ,   ,   ,   , 50.9 ,   ,   ,   , 28.6 ,   , 71.4 , 0.0 , 0.6 , 17.4 ,   , 32.5 ,   ,   ,   , 0.2 , 31.5 ,   ,   ,   ,   ,   ,   ,   , 0.1 ,   ,   ,   ,   , 49.5 , 17.4 , 2804 , 0.9 ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   ,   , 96.3 , 0.0 , 3.7 , 4.8 , 21.7 , 0.0 , 11.1 , 1.0 , 0.0 , 61.4 ,   , 0.0 , 70.0 , 27.3 ,   ,   ,   , 2.7 ,   ,   ,   , 0.8 ,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
