ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Hospital of the University of Pennsylvania (PAUP) , PAUP , TX1 , 2014/12/16 , Kidney , 7 , 13 , 41 ,98.31,96.81, 89.70 , 98.47 , 95.05 , 86.73 , 6.31 , 19.27 , 54.50 , 415 , 415 , 398 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
VA Pittsburgh Healthcare System (PAVA) , PAVA , TX1 , 2014/12/16 , Kidney , 1 , 3 , 20 ,98.89,96.67, 74.68 , 98.54 , 95.28 , 81.61 , 1.31 , 4.11 , 14.06 , 90 , 90 , 79 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Geisinger Wyoming Valley Medical Ctr (PAWV) , PAWV , TX1 , 2014/12/16 , Kidney , 0 , 4 , 5 ,100,90.26, 87.50 , 98.68 , 95.67 , 87.49 , 0.67 , 2.07 , 4.94 , 50 , 50 , 40 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Auxilio Mutuo Hospital (PRSJ) , PRSJ , TX1 , 2014/12/16 , Kidney , 2 , 6 , 25 ,99.1,97, 86.49 , 98.53 , 95.27 , 87.69 , 3.25 , 9.93 , 22.74 , 221 , 221 , 185 , 0 , 0 , 2 , 100.00 , 100.00 , 98.65 , 97.58 , 88.34 , 0.07 , 0.12 , 1.46 , 5 , 5 ,2014,12
Rhode Island Hospital (RIRH) , RIRH , TX1 , 2014/12/16 , Kidney , 3 , 5 , 16 ,97.67,95.88, 85.96 , 98.45 , 94.96 , 85.76 , 1.99 , 6.17 , 15.66 , 129 , 129 , 114 , 0 , 0 , 0 , 100.00 , 100.00 , 96.94 , 94.94 , 93.10 , 0.09 , 0.16 , 0.45 , 3 , 3 ,2014,12
Medical University of South Carolina (SCMU) , SCMU , TX1 , 2014/12/16 , Kidney , 8 , 30 , 52 ,98.02,92.09, 86.63 , 98.06 , 93.81 , 85.24 , 7.85 , 23.48 , 58.73 , 405 , 405 , 389 , 0 , 0 , 1 , 100.00 , 100.00 , 97.97 , 96.71 , 86.60 , 0.56 , 0.86 , 3.06 , 27 , 27 ,2014,12
Avera McKennan Hospital (SDMK) , SDMK , TX1 , 2014/12/16 , Kidney , 1 , 6 , 9 ,98.51,90.12, 87.14 , 98.00 , 93.62 , 86.17 , 1.35 , 4.05 , 9.53 , 67 , 67 , 70 ,0,0, 0 ,0,0,0,0, 86.04 ,0,0, 0.15 ,0,0,2014,12
Sanford Health/USD Medical Center (SDSV) , SDSV , TX1 , 2014/12/16 , Kidney , 0 , 1 , 5 ,100,97.56, 82.76 , 98.54 , 95.20 , 87.86 , 0.61 , 1.87 , 3.32 , 41 , 41 , 29 , 0 , 0 , 0 , 100.00 , 100.00 , 98.64 , 97.75 , 88.04 , 0.04 , 0.06 , 0.26 , 3 , 3 ,2014,12
Erlanger Medical Center (TNEM) , TNEM , TX1 , 2014/12/16 , Kidney , 0 , 2 , 6 ,100,93.1, 80.00 , 98.26 , 94.41 , 87.49 , 0.51 , 1.52 , 3.66 , 29 , 29 , 30 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Johnson City Medical Center Hospital (TNJC) , TNJC , TX1 , 2014/12/16 , Kidney , 1 , 1 , 21 ,85.71,85.71, 80.19 , 97.44 , 91.84 , 85.28 , 0.18 , 0.55 , 14.75 , 7 , 7 , 106 ,0,0, 0 ,0,0,0,0, 89.04 ,0,0, 0.35 ,0,0,2014,12
Le Bonheur Children's Medical Center (TNLB) , TNLB , TX1 , 2014/12/16 , Kidney , 0 , 0 ,0,100,100,0, 99.48 , 98.16 ,0, 0.01 , 0.02 ,0, 1 , 1 ,0, 3 , 4 , 3 , 81.25 , 72.22 , 96.11 , 93.30 , 85.78 , 0.60 , 0.81 , 1.68 , 16 , 16 ,2014,12
Methodist University Hospital (TNMH) , TNMH , TX1 , 2014/12/16 , Kidney , 4 , 8 , 40 ,98.45,96.61, 82.53 , 98.16 , 94.06 , 81.71 , 4.75 , 14.67 , 43.39 , 258 , 258 , 229 ,0,0, 0 ,0,0,0,0, 89.60 ,0,0, 0.11 ,0,0,2014,12
Centennial Medical Center (TNPV) , TNPV , TX1 , 2014/12/16 , Kidney , 1 , 7 , 16 ,99.11,93.12, 80.25 , 98.32 , 94.59 , 85.85 , 1.90 , 5.61 , 10.82 , 112 , 112 , 81 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Saint Thomas Hospital (TNST) , TNST , TX1 , 2014/12/16 , Kidney , 0 , 1 , 6 ,100,96.88, 83.33 , 98.20 , 94.18 , 86.18 , 0.58 , 1.72 , 4.98 , 32 , 32 , 36 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Tennessee Medical Center at Knoxville (TNUK) , TNUK , TX1 , 2014/12/16 , Kidney , 1 , 3 , 15 ,99.16,97.48, 79.73 , 98.32 , 94.54 , 86.95 , 2.02 , 6.16 , 8.98 , 119 , 119 , 74 , 0 , 0 , 2 , 100.00 , 100.00 , 98.65 , 97.76 , 85.76 , 0.04 , 0.07 , 1.40 , 3 , 3 ,2014,12
Vanderbilt University Medical Center (TNVU) , TNVU , TX1 , 2014/12/16 , Kidney , 5 , 19 , 33 ,98.86,95.33, 90.76 , 98.66 , 95.63 , 88.04 , 5.89 , 17.88 , 43.36 , 439 , 439 , 357 , 2 , 2 , 2 , 91.67 , 91.67 , 98.09 , 97.05 , 90.11 , 0.45 , 0.65 , 2.00 , 24 , 24 ,2014,12
Nashville Veterans Administration Hospital (TNVU) , TNVU , VA1 , 2014/12/16 , Kidney , 0 , 1 , 3 ,100,98.18, 93.88 , 98.65 , 95.61 , 87.73 , 0.87 , 2.76 , 6.21 , 64 , 64 , 49 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Baylor All Saints Medical Center (TXAS) , TXAS , TX1 , 2014/12/16 , Kidney , 2 , 10 , 40 ,99.16,95.5, 83.12 , 98.34 , 94.65 , 86.66 , 3.99 , 11.85 , 30.53 , 239 , 239 , 237 , 0 , 0 ,0, 100.00 , 100.00 , 98.37 , 97.09 ,0, 0.02 , 0.03 ,0, 1 , 1 ,2014,12
"University Hospital, University of Texas Health Science Center (TXBC) ", TXBC , TX1 , 2014/12/16 , Kidney , 3 , 6 , 15 ,97.9,95.32, 88.55 , 98.57 , 95.33 , 88.27 , 2.04 , 5.90 , 15.50 , 143 , 143 , 131 , 1 , 1 , 0 , 95.45 , 95.45 , 97.93 , 96.37 , 93.54 , 0.46 , 0.71 , 0.34 , 22 , 22 ,2014,12
Cook Children's Medical Center (TXCF) , TXCF , TX1 , 2014/12/16 , Kidney , 0 , 0 , 0 ,100,100, 100.00 , 98.58 , 95.41 , 87.38 , 0.01 , 0.05 , 0.27 , 1 , 1 , 2 , 0 , 1 , 2 , 100.00 , 91.67 , 97.08 , 94.88 , 87.91 , 0.36 , 0.56 , 1.70 , 12 , 12 ,2014,12
Children's Medical Center of Dallas (TXCM) , TXCM , TX1 , 2014/12/16 , Kidney , 0 , 0 , 3 ,100,100, 62.50 , 99.21 , 97.42 , 85.36 , 0.05 , 0.16 , 0.97 , 6 , 6 , 8 , 0 , 0 , 7 , 100.00 , 100.00 , 98.19 , 96.99 , 86.41 , 0.88 , 1.44 , 6.71 , 48 , 48 ,2014,12
Driscoll Children's Hospital (TXDC) , TXDC , TX1 , 2014/12/16 , Kidney , 0 , 0 , 0 ,100,100, 100.00 , 98.97 , 96.67 , 91.00 , 0.03 , 0.10 , 0.28 , 3 , 3 , 3 , 0 , 1 , 0 , 100.00 , 93.33 , 97.75 , 96.04 , 88.00 , 0.39 , 0.65 , 2.75 , 17 , 17 ,2014,12
North Austin Medical Center (TXDM) , TXDM , TX1 , 2014/12/16 , Kidney , 2 , 3 , 14 ,97.37,96.05, 83.72 , 98.61 , 95.46 , 89.15 , 1.01 , 3.09 , 9.05 , 76 , 76 , 86 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Texas Health Harris Methodist Fort Worth Hospital (TXFW) , TXFW , TX1 , 2014/12/16 , Kidney , 0 , 0 , 18 ,100,100, 81.63 , 98.95 , 96.59 , 85.89 , 0.07 , 0.24 , 13.66 , 7 , 7 , 98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Medical City Dallas Hospital (TXHD) , TXHD , TX1 , 2014/12/16 , Kidney , 0 , 2 , 12 ,100,97.4, 82.35 , 98.64 , 95.55 , 87.11 , 1.06 , 3.32 , 8.55 , 77 , 77 , 68 , 0 , 1 , 1 , 100.00 , 83.33 , 97.30 , 95.29 , 88.73 , 0.16 , 0.29 , 0.75 , 6 , 6 ,2014,12
"Memorial Hermann Hospital, University of Texas at Houston (TXHH) ", TXHH , TX1 , 2014/12/16 , Kidney , 2 , 7 , 22 ,98.39,94.35, 82.68 , 98.27 , 94.43 , 87.18 , 2.15 , 6.23 , 15.44 , 124 , 124 , 127 , 0 , 0 , 1 , 100.00 , 100.00 , 98.52 , 97.51 , 80.48 , 0.27 , 0.39 , 1.34 , 18 , 18 ,2014,12
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI) , TXHI , TX1 , 2014/12/16 , Kidney , 8 , 12 , 32 ,96.08,94.12, 84.76 , 98.38 , 94.76 , 88.09 , 3.30 , 10.31 , 24.36 , 204 , 204 , 210 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Methodist Specialty and Transplant Hospital (TXHS) , TXHS , TX1 , 2014/12/16 , Kidney , 7 , 35 , 66 ,98.85,93.97, 87.64 , 99.00 , 96.65 , 90.16 , 6.10 , 18.53 , 51.10 , 610 , 610 , 534 , 0 , 1 , 0 , 100.00 , 75.00 , 98.24 , 97.39 , 95.07 , 0.09 , 0.13 , 0.20 , 5 , 5 ,2014,12
University of Texas Medical Branch at Galveston (TXJS) , TXJS , TX1 , 2014/12/16 , Kidney , 2 , 9 , 11 ,98.06,90.33, 87.78 , 98.11 , 93.95 , 87.04 , 1.97 , 5.74 , 11.46 , 103 , 103 , 90 ,0,0, 1 ,0,0,0,0, 81.59 ,0,0, 0.07 ,0,0,2014,12
University Medical Center (TXLG) , TXLG , TX1 , 2014/12/16 , Kidney ,0,0, 21 ,0,0, 78.57 ,0,0, 90.77 ,0,0, 8.22 ,0,0, 98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Covenant Medical Center (TXLM) , TXLM , TX1 , 2014/12/16 , Kidney ,0,0, 4 ,0,0, 75.00 ,0,0, 87.82 ,0,0, 1.90 ,0,0, 16 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Las Palmas Medical Center (TXLP) , TXLP , TX1 , 2014/12/16 , Kidney , 2 , 4 , 0 ,93.75,86.85, 100.00 , 98.82 , 96.14 , 92.67 , 0.38 , 1.13 , 0.46 , 32 , 32 , 6 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
McAllen Medical Center (TXMA) , TXMA , TX1 , 2014/12/16 , Kidney , 2 , 6 , 10 ,94.12,81.93, 76.19 , 98.74 , 95.90 , 85.79 , 0.42 , 1.21 , 4.92 , 34 , 34 , 42 ,0,0, 1 ,0,0,0,0, 92.76 ,0,0, 0.04 ,0,0,2014,12
Methodist Dallas Medical Center (TXMC) , TXMC , TX1 , 2014/12/16 , Kidney , 0 , 3 , 16 ,100,97.07, 89.47 , 98.27 , 94.44 , 88.28 , 1.96 , 5.84 , 18.03 , 112 , 112 , 152 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
The Methodist Hospital (TXMH) , TXMH , TX1 , 2014/12/16 , Kidney , 5 , 23 , 45 ,98.87,94.3, 88.52 , 98.53 , 95.22 , 88.22 , 6.57 , 20.07 , 47.59 , 444 , 444 , 392 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Plaza Medical Center of Fort Worth (TXPL) , TXPL , TX1 , 2014/12/16 , Kidney , 0 , 0 ,0,100,100,0, 98.80 , 96.12 ,0, 0.18 , 0.50 ,0, 15 , 15 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Parkland Memorial Hospital (TXPM) , TXPM , TX1 , 2014/12/16 , Kidney , 0 , 1 , 7 ,100,98.11, 88.52 , 98.61 , 95.51 , 85.48 , 0.74 , 2.18 , 8.63 , 53 , 53 , 61 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Christus Santa Rosa Hospital Medical Center (TXRM) , TXRM , TX1 , 2014/12/16 , Kidney , 2 , 5 , 16 ,96.55,90.39, 85.45 , 98.55 , 95.27 , 87.98 , 0.83 , 2.60 , 12.75 , 58 , 58 , 110 , 0 , 0 , 4 , 100.00 , 100.00 , 98.20 , 96.92 , 88.17 , 0.38 , 0.66 , 6.07 , 21 , 21 ,2014,12
University Hospital - St. Paul (TXSP) , TXSP , TX1 , 2014/12/16 , Kidney , 0 , 1 , 15 ,100,98.92, 80.52 , 98.65 , 95.59 , 87.08 , 1.27 , 3.99 , 9.26 , 93 , 93 , 77 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Scott and White Memorial Hospital (TXSW) , TXSW , TX1 , 2014/12/16 , Kidney , 1 , 6 , 13 ,98.57,91.43, 84.15 , 98.47 , 95.04 , 86.26 , 1.07 , 2.94 , 10.92 , 70 , 70 , 82 , 0 , 0 ,0, 100.00 , 100.00 , 98.44 , 97.22 ,0, 0.02 , 0.03 ,0, 1 , 1 ,2014,12
Texas Children's Hospital (TXTC) , TXTC , TX1 , 2014/12/16 , Kidney , 0 , 0 , 0 ,100,100, 100.00 , 99.13 , 97.13 , 88.23 , 0.11 , 0.33 , 1.64 , 12 , 12 , 13 , 0 , 1 , 4 , 100.00 , 97.37 , 98.11 , 96.86 , 88.39 , 0.72 , 1.13 , 4.26 , 38 , 38 ,2014,12
Baylor University Medical Center (TXTX) , TXTX , TX1 , 2014/12/16 , Kidney , 4 , 9 , 35 ,98.17,95.63, 87.36 , 98.58 , 95.35 , 87.79 , 3.11 , 9.42 , 33.00 , 219 , 219 , 277 , 0 , 0 ,0, 100.00 , 100.00 , 99.20 , 98.57 ,0, 0.01 , 0.01 ,0, 1 , 1 ,2014,12
East Texas Medical Center (TXTY) , TXTY , TX1 , 2014/12/16 , Kidney , 2 , 5 , 9 ,98.44,95.88, 90.00 , 98.34 , 94.62 , 84.91 , 2.13 , 6.47 , 14.34 , 128 , 128 , 90 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Intermountain Medical Center (UTLD) , UTLD , TX1 , 2014/12/16 , Kidney , 3 , 13 , 17 ,98.67,93.47, 91.67 , 98.69 , 95.73 , 89.76 , 2.93 , 8.90 , 21.16 , 225 , 225 , 204 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Utah Medical Center (UTMC) , UTMC , TX1 , 2014/12/16 , Kidney , 3 , 9 , 11 ,98.35,95.05, 92.20 , 98.83 , 96.17 , 89.61 , 2.11 , 6.34 , 14.72 , 182 , 182 , 141 ,0,0, 1 ,0,0,0,0, 90.40 ,0,0, 1.44 ,0,0,2014,12
Primary Children's Medical Center (UTPC) , UTPC , TX1 , 2014/12/16 , Kidney , 0 , 0 , 0 ,100,100, 100.00 , 99.27 , 97.61 , 85.32 , 0.05 , 0.16 , 0.16 , 7 , 7 , 1 , 0 , 1 , 2 , 100.00 , 96.43 , 98.30 , 97.23 , 92.11 , 0.48 , 0.75 , 1.32 , 28 , 28 ,2014,12
Children's Hospital of the King's Daughters (VACH) , VACH , TX1 , 2014/12/16 , Kidney , 0 , 0 , 0 ,100,100, 100.00 , 99.61 , 98.62 , 82.88 , 0.00 , 0.01 , 0.57 , 1 , 1 , 3 , 0 , 0 , 0 , 100.00 , 100.00 , 98.14 , 97.08 , 93.01 , 0.23 , 0.33 , 0.59 , 12 , 12 ,2014,12
Inova Fairfax Hospital (VAFH) , VAFH , TX1 , 2014/12/16 , Kidney , 4 , 15 , 27 ,98.46,94.16, 87.61 , 98.17 , 94.12 , 86.61 , 4.74 , 14.41 , 29.40 , 260 , 260 , 218 , 1 , 1 , 0 , 90.00 , 90.00 , 98.15 , 96.81 , 90.52 , 0.17 , 0.30 , 0.70 , 10 , 10 ,2014,12
Henrico Doctors' Hospital (VAHD) , VAHD , TX1 , 2014/12/16 , Kidney , 4 , 9 , 12 ,96.67,92.23, 89.57 , 98.40 , 94.77 , 86.42 , 1.92 , 5.83 , 15.55 , 120 , 120 , 115 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Medical College of Virginia Hospitals (VAMC) , VAMC , TX1 , 2014/12/16 , Kidney , 9 , 20 , 54 ,97.14,93.24, 83.28 , 98.05 , 93.75 , 83.43 , 6.08 , 18.77 , 53.04 , 315 , 315 , 323 , 0 , 1 , 2 , 100.00 , 83.33 , 97.41 , 95.84 , 83.90 , 0.24 , 0.37 , 0.82 , 9 , 9 ,2014,12
Sentara Norfolk General Hospital (VANG) , VANG , TX1 , 2014/12/16 , Kidney , 2 , 3 , 27 ,98.47,97.49, 83.33 , 98.24 , 94.30 , 85.85 , 2.32 , 7.15 , 22.33 , 131 , 131 , 162 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Virginia Health Sciences Center (VAUV) , VAUV , TX1 , 2014/12/16 , Kidney , 2 , 5 , 26 ,98.67,96.38, 84.71 , 98.08 , 93.85 , 84.19 , 2.88 , 9.03 , 27.66 , 150 , 150 , 170 , 0 , 0 , 0 , 100.00 , 100.00 , 97.55 , 95.74 , 92.23 , 0.35 , 0.61 , 0.99 , 14 , 14 ,2014,12
Fletcher Allen Health Care (VTMC) , VTMC , TX1 , 2014/12/16 , Kidney , 0 , 3 , 13 ,100,94.85, 80.88 , 98.19 , 94.19 , 82.62 , 1.15 , 3.51 , 11.97 , 63 , 63 , 68 , 0 , 0 , 0 , 100.00 , 100.00 , 98.24 , 97.39 , 90.53 , 0.02 , 0.03 , 0.51 , 1 , 1 ,2014,12
Seattle Children's Hospital (WACH) , WACH , TX1 , 2014/12/16 , Kidney , 0 , 0 , 1 ,100,100, 91.67 , 99.30 , 97.67 , 85.75 , 0.02 , 0.06 , 1.72 , 3 , 3 , 12 , 0 , 0 , 5 , 100.00 , 100.00 , 98.18 , 97.01 , 90.63 , 1.05 , 1.67 , 4.04 , 57 , 57 ,2014,12
Providence Sacred Heart Medical Center & Children's Hospital (WASH) , WASH , TX1 , 2014/12/16 , Kidney , 0 , 1 , 5 ,100,99.08, 95.87 , 98.58 , 95.34 , 87.49 , 1.93 , 6.09 , 16.11 , 134 , 134 , 121 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Swedish Medical Center (WASM) , WASM , TX1 , 2014/12/16 , Kidney , 3 , 6 , 12 ,98.58,96.98, 94.12 , 98.47 , 95.02 , 87.66 , 3.24 , 10.17 , 26.59 , 212 , 212 , 204 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Washington Medical Center (WAUW) , WAUW , TX1 , 2014/12/16 , Kidney , 1 , 6 , 12 ,99.61,97.55, 95.33 , 98.51 , 95.20 , 89.42 , 3.84 , 11.67 , 28.24 , 256 , 256 , 257 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Virginia Mason Medical Center (WAVM) , WAVM , TX1 , 2014/12/16 , Kidney , 1 , 9 , 23 ,99.61,95.95, 88.21 , 98.37 , 94.72 , 87.07 , 4.24 , 13.00 , 25.52 , 257 , 257 , 195 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Children's Hospital of Wisconsin (WICH) , WICH , TX1 , 2014/12/16 , Kidney , 0 , 0 , 2 ,100,100, 50.00 , 99.15 , 97.21 , 89.91 , 0.04 , 0.13 , 0.35 , 5 , 5 , 4 , 0 , 0 , 0 , 100.00 , 100.00 , 98.52 , 97.56 , 91.62 , 0.24 , 0.37 , 1.70 , 16 , 16 ,2014,12
Froedtert Memorial Lutheran Hospital (WISE) , WISE , TX1 , 2014/12/16 , Kidney , 0 , 4 , 19 ,100,97.89, 91.32 , 98.40 , 94.82 , 87.38 , 3.07 , 9.58 , 28.28 , 190 , 190 , 219 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
Aurora St. Luke's Medical Center (WISL) , WISL , TX1 , 2014/12/16 , Kidney , 1 , 6 , 12 ,98.48,90.39, 83.10 , 98.30 , 94.50 , 86.88 , 1.12 , 3.37 , 8.91 , 66 , 66 , 71 ,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,12
University of Wisconsin Hospital and Clinics (WIUW) , WIUW , TX1 , 2014/12/16 , Kidney , 8 , 34 , 79 ,98.71,94.06, 86.61 , 98.55 , 95.27 , 88.45 , 9.03 , 27.40 , 68.46 , 620 , 620 , 590 , 0 , 0 , 0 , 100.00 , 100.00 , 96.84 , 94.77 , 91.98 , 0.10 , 0.13 , 1.28 , 3 , 3 ,2014,12
Charleston Area Medical Center (WVCA) , WVCA , TX1 , 2014/12/16 , Kidney , 2 , 5 , 12 ,98.1,94.94, 86.21 , 98.24 , 94.36 , 86.55 , 1.85 , 5.55 , 11.57 , 105 , 105 , 87 , 0 , 0 , 2 , 100.00 , 100.00 , 98.63 , 97.55 , 80.93 , 0.03 , 0.05 , 0.78 , 2 , 2 ,2014,12
Children's of Alabama (ALCH),ALCH,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,98.8636935440292,97.6784396428507,94.2678320026198,0.354283568037934,0.604184069003556,2.03548020796663,31,31,2021,11
University of Alabama Hospital (ALUA),ALUA,TX1,2022-01-06 18:00:00,KI,5,25,28,99.2391276606391,95.1114729962924,94.5766055086375,98.6435664176881,95.1618935829815,89.9046179947255,9.03338812283553,25.1281116078128,51.223204542179,667,667,553,0,0,0,100,100,98.9148240645005,97.4300705320179,0,0.0109110691630024,0.0117293997685671,0,1,1,2021,11
Birmingham VA Medical Center (ALVA),ALVA,TX1,2022-01-06 18:00:00,KI,0,0,0,100,100,100,98.4395353887666,94.2099464943872,82.5974196284227,0.24888451857637,0.612463846049519,2.17529377765766,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Arkansas Children's Hospital (ARCH),ARCH,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,98.8900577186472,97.5503743200775,93.6563350460605,0.17693158346518,0.308283110121845,1.11103454835794,16,16,2021,11
UAMS Medical Center (ARUA),ARUA,TX1,2022-01-06 18:00:00,KI,2,8,16,99.3506081438393,95.0002160821936,90.5856066471824,98.3503987462826,93.9231640420152,89.8723708284241,5.15109675849777,14.7191807492133,18.0577831737138,310,310,204,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Phoenix Children's Hospital (AZCH),AZCH,TX1,2022-01-06 18:00:00,KI,0,0,0,100,100,0,99.4719426906672,98.5907753672122,0,0.0105893261052784,0.0198186827948968,0,2,2,0,0,0,2,100,100,98.8379978487924,97.8032577929376,94.3898873804611,0.562600721993106,0.781018762700488,2.12053151196018,49,49,2021,11
Banner-University Medical Center Phoenix (AZGS),AZGS,TX1,2022-01-06 18:00:00,KI,4,14,49,98.6573461927355,93.3438353250396,87.111835426983,98.6209282959611,95.0815908396782,90.0676775131432,4.10344891942387,12.1854432002281,34.6462402572418,301,301,403,0,0,0,100,100,98.9148240645005,97.4300705320179,94.0814447864135,0.0109110691630024,0.0260352906260511,0.0466386096346261,1,1,2021,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2022-01-06 18:00:00,KI,11,30,76,98.7212307138892,95.3453752234511,88.8004532435515,98.6365438736491,95.1002696199908,89.3284063562776,11.7834915899189,32.3288852431061,69.7003506332008,883,883,737,0,0,0,0,0,0,0,93.4922173560353,0,0,0.067291989991675,0,0,2021,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2022-01-06 18:00:00,KI,0,0,2,100,100,93.75,98.7317287023376,95.4531229444128,90.4543793951356,0.915091666889216,2.56535229919507,2.52810632593532,72,72,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2022-01-06 18:00:00,KI,1,5,34,99.4318181818182,96.8606080290968,86.8168613902505,98.1573405555588,93.2765119132691,86.3523306354226,3.31222563350222,10.1030257959718,34.3323922443831,180,180,278,0,0,0,0,0,0,0,93.2800821328671,0,0,0.0695635828881507,0,0,2021,11
Rady Children's Hospital and Health Center (CACH),CACH,TX1,2022-01-06 18:00:00,KI,0,0,0,0,0,100,0,0,96.7364204998828,0,0,0.0223632946242715,0,0,1,1,1,0,96.1538461538462,96.1538461538462,98.8309995093048,97.8372525839121,94.1782288700719,0.296006909294608,0.383689054950286,1.43642771115525,26,26,2021,11
Childrens Hospital Los Angeles (CACL),CACL,TX1,2022-01-06 18:00:00,KI,0,0,0,100,100,0,99.5090521702946,98.6893591877293,0,0.00492156937578735,0.010121767214896,0,1,1,0,1,1,2,98.1132075471698,98.1132075471698,98.888655850014,97.5571839684583,94.1013363857127,0.584509944063175,0.870797544640745,2.15936177057377,53,53,2021,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2022-01-06 18:00:00,KI,8,18,43,98.4459996748696,95.7667291040247,89.265401760827,98.545156328063,94.8549220235441,90.6275077639605,7.43540380088132,20.5123594115187,37.2167095723183,519,519,434,0,0,0,100,100,98.8818022700295,97.5904755827641,93.6588784038462,0.134942935952244,0.216375964124277,0.978092596578466,12,12,2021,11
Scripps Green Hospital (CAGH),CAGH,TX1,2022-01-06 18:00:00,KI,2,5,9,98.7951807228916,95.933735659673,93.8833570412518,98.3928222950371,94.2897718632251,89.9400078638772,2.64009097094228,7.15798824537038,13.6169087877332,166,166,154,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
University of California Irvine Medical Center (CAIM),CAIM,TX1,2022-01-06 18:00:00,KI,1,5,10,99.5652173913043,96.404753096831,93.3418450493449,98.3883552402581,94.1603575837473,91.8021134670942,3.72136204529669,10.7138562306447,11.0847870808579,230,230,157,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Harbor UCLA Medical Center (CALA),CALA,TX1,2022-01-06 18:00:00,KI,0,0,4,100,100,91.8653681506849,98.7338675861287,95.310638698142,91.4047710967761,0.882776556646136,2.57678091297593,5.53990481341949,70,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,11
Loma Linda University Medical Center (CALL),CALL,TX1,2022-01-06 18:00:00,KI,7,14,30,98.2425820124132,95.4538384013424,90.5792026767456,98.5490450835101,94.7740273872597,90.6170275307222,5.80535402040095,16.1952510876291,29.3649832954616,405,405,360,0,0,6,100,100,98.8928095348531,97.5370072325154,94.1787031559445,0.193872887199643,0.299880407408197,1.7424655625318,18,18,2021,11
