ENTIRE_NAME,CTR_CD,CTR_TY,RELEASE_DATE,ORG,GSR_AD_OBS_C1M,GSR_AD_OBS_C1Y,GSR_AD_OBS_C3Y,GSR_AD_ACT_C1M,GSR_AD_ACT_C1Y,GSR_AD_ACT_C3Y,GSR_AD_ADJ_C1M,GSR_AD_ADJ_C1Y,GSR_AD_ADJ_C3Y,GSR_AD_EXP_C1M,GSR_AD_EXP_C1Y,GSR_AD_EXP_C3Y,GSR_AD_N_C1M,GSR_AD_N_C1Y,GSR_AD_N_C3Y,GSR_P0_OBS_C1M,GSR_P0_OBS_C1Y,GSR_P0_OBS_C3Y,GSR_P0_ACT_C1M,GSR_P0_ACT_C1Y,GSR_P0_ACT_C3Y,GSR_P0_ADJ_C1M,GSR_P0_ADJ_C1Y,GSR_P0_ADJ_C3Y,GSR_P0_EXP_C1M,GSR_P0_EXP_C1Y,GSR_P0_EXP_C3Y,GSR_P0_N_C1M,GSR_P0_N_C1Y,YEAR,MONTH
Children's Hospital Medical Center (OHCM),OHCM,TX1,2019-07-07 19:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,100,53.3333333333333,40,96.4444682863691,85.0236645190924,58.0192781654309,0.181014007275475,0.606942112894631,1.9178938816311,5,5,2019,5
Ohio State University Medical Center (OHOU),OHOU,TX1,2019-07-07 19:00:00,LU,4,13,21,96.1538461538462,85.8926521239954,61.7647058823529,97.4100019945483,89.2662067857438,73.2103390997323,2.5876840393874,9.22527733763045,14.431945948874,104,104,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
University Hospitals of Cleveland (OHUH),OHUH,TX1,2019-07-07 19:00:00,LU,2,3,0,88.8888888888889,82.5396825396825,100,97.440749338416,89.3524898629094,74.8023224023809,0.438447240017475,1.60146506775582,0.861332361697769,18,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
Integris Baptist Medical Center (OKBC),OKBC,TX1,2019-07-07 19:00:00,LU,3,7,18,95.774647887324,89.4499069891044,63.6656217345872,97.3884644125434,89.1499953352691,71.8352710612506,1.83190021708119,6.90418232971126,12.7707682115885,71,71,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
UPMC Children's Hospital of Pittsburgh (PACH),PACH,TX1,2019-07-07 19:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,100,66.6666666666667,96.4444682863691,85.0236645190924,58.0192781654309,0.108608404365285,0.45931928401338,2.54414551517174,3,3,2019,5
Children's Hospital of Philadelphia (PACP),PACP,TX1,2019-07-07 19:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,90,90,80,96.4444682863691,85.0236645190924,58.0192781654309,0.343762793533435,1.39924308905656,7.24653987742198,10,10,2019,5
University of Pittsburgh Medical Center (PAPT),PAPT,TX1,2019-07-07 19:00:00,LU,4,16,61,97.6878612716763,89.303845187233,69.097003111257,96.9299386139456,87.5368220731241,71.6390969622253,5.29920459977681,19.6986076741238,54.5850924999034,173,173,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
Temple University Hospital (PATU),PATU,TX1,2019-07-07 19:00:00,LU,15,47,45,94.7735191637631,82.4646020839925,67.6227138586658,96.8879573129596,87.2573641650854,69.1314955821107,8.86398614259209,32.6145959807373,42.2665608582416,287,287,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
Hospital of the University of Pennsylvania (PAUP),PAUP,TX1,2019-07-07 19:00:00,LU,9,23,39,96.1702127659575,89.4683038759473,69.8077868917259,97.4004539862046,89.2094724235635,71.5769779568224,6.01066735876772,22.3957461727711,36.4836195815268,235,235,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
Medical University of South Carolina (SCMU),SCMU,TX1,2019-07-07 19:00:00,LU,0,3,6,100,91.1764705882353,66.6666666666667,97.5959820501533,89.9606639697458,73.6415413070333,0.827667722554455,3.04486199890451,4.08999030780805,34,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
Vanderbilt University Medical Center (TNVU),TNVU,TX1,2019-07-07 19:00:00,LU,2,4,19,96.2264150943396,91.644204851752,69.8412698412698,97.6248261179961,90.0778108643368,73.5078233510632,1.2480832373499,4.91008664729898,15.6846659379672,53,53,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
"University Hospital, University of Texas Health Science Center (TXBC)",TXBC,TX1,2019-07-07 19:00:00,LU,1,3,23,98.6666666666667,95.8626047842977,75.2607270011575,97.6312192859751,90.1090849734323,72.56138421149,1.79373727173462,7.3214730600219,26.2230123416938,75,75,94,0,0,0,0,0,100,0,0,58.0192781654309,0,0,0.653114917149227,0,0,2019,5
"Memorial Hermann Hospital, University of Texas at Houston (TXHH)",TXHH,TX1,2019-07-07 19:00:00,LU,0,2,1,100,89.4736842105263,0,97.1212220502226,88.2344520256621,59.1726288414636,0.557794081564132,2.0379534566661,0.431388331419343,19,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
CHI St. Luke's Health Baylor College of Medicine Medical Center (TXHI),TXHI,TX1,2019-07-07 19:00:00,LU,3,13,7,97.1428571428572,86.815834767642,85.1063829787234,97.5554373090833,89.8138497678842,73.7103299849609,2.56949507630176,9.91916594540557,13.4443136710579,105,105,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
University of Texas Medical Branch at Galveston (TXJS),TXJS,TX1,2019-07-07 19:00:00,LU,0,0,0,0,0,100,0,0,72.7866524276836,0,0,0.317637593368919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
Houston Methodist Hospital (TXMH),TXMH,TX1,2019-07-07 19:00:00,LU,5,9,66,96.8553459119497,93.9533501708513,68.2883213186309,97.5175511614566,89.6626454057973,70.1868891739666,3.95095508624793,15.5498339556572,59.4724418332414,159,159,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
UT Southwestern Medical Center/ (TXSP),TXSP,TX1,2019-07-07 19:00:00,LU,0,10,45,100,93.8789704718611,72.0496894409938,97.5072331605869,89.6272865636762,71.6514795367943,4.77619468274141,18.5508386644931,45.7553307275274,189,189,161,0,0,2,100,100,33.3333333333333,96.4444682863691,85.0236645190924,58.0192781654309,0.036202801455095,0.162240562138594,1.10347555753031,1,1,2019,5
Scott and White Memorial Hospital (TXSW),TXSW,TX1,2019-07-07 19:00:00,LU,0,0,4,0,0,33.3333333333333,0,0,70.6448010149084,0,0,0.879719066333047,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
Texas Children's Hospital (TXTC),TXTC,TX1,2019-07-07 19:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,100,94.1176470588235,61.4224137931034,96.4444682863691,85.0236645190924,58.0192781654309,0.905070036377375,3.3973598706601,14.0944968835522,25,25,2019,5
Baylor University Medical Center (TXTX),TXTX,TX1,2019-07-07 19:00:00,LU,1,8,31,99.0196078431373,91.6078431372549,63.0252100840336,97.5168396020542,89.667156534832,69.7856364590029,2.56769555720189,9.78705327883572,22.9663917780498,102,102,84,0,0,0,100,100,0,96.4444682863691,85.0236645190924,0,0.036202801455095,0.0833810115102227,0,1,1,2019,5
University of Utah Medical Center (UTMC),UTMC,TX1,2019-07-07 19:00:00,LU,1,9,14,97.5609756097561,77.8048780487805,67.4418604651163,97.220383277329,88.4899270886279,71.0066117640039,1.15541806012445,4.24071775652718,12.3818235972678,41,41,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
Inova Fairfax Hospital (VAFH),VAFH,TX1,2019-07-07 19:00:00,LU,0,8,21,100,84.1455490578298,66.6666666666666,97.3179907962349,88.8678360819733,71.3947326912691,1.46931599455608,5.50286018494942,17.9796175766395,54,54,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
University of Virginia Health Sciences Center (VAUV),VAUV,TX1,2019-07-07 19:00:00,LU,3,11,4,95.1612903225806,81.7741935483871,88.8888888888889,97.5316504756943,89.7094687184569,72.8461188231881,1.51231107569368,5.47166901483864,10.4921173987673,62,62,36,0,0,0,100,100,0,96.4444682863691,85.0236645190924,0,0.036202801455095,0.162240562138594,0,1,1,2019,5
University of Washington Medical Center (WAUW),WAUW,TX1,2019-07-07 19:00:00,LU,3,11,30,97.6190476190476,90.8823325848227,73.9551713952345,97.5461056205398,89.7673202594236,72.0511683188616,3.0929787169324,11.6838744687591,31.8580246867428,126,126,117,0,0,1,0,0,66.6666666666667,0,0,58.0192781654309,0,0,1.28929834565244,0,0,2019,5
Froedtert Memorial Lutheran Hospital (WISE),WISE,TX1,2019-07-07 19:00:00,LU,1,3,7,95.8333333333333,86.5740740740741,72.8744939271255,97.2057883420778,88.4860642510652,72.7866495359317,0.675110345727479,2.54588693047437,6.58962917404461,24,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
University of Wisconsin Hospital and Clinics (WIUW),WIUW,TX1,2019-07-07 19:00:00,LU,2,5,18,96.969696969697,92.0222634508349,75.1475978476943,97.6157965154921,90.0422122721539,73.2227050199744,1.55769321929602,6.08278576738892,19.6117543244074,66,66,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,5
University of Alabama Hospital (ALUA),ALUA,TX1,2020-01-06 18:00:00,LU,1,6,15,97.7272727272727,85.7771260997067,64.8837209302326,97.3882984575132,89.320089643598,70.7557922915753,1.11749187449359,4.10443276581724,12.1722245364459,44,44,43,0,0,1,100,100,0,96.0975925563267,85.5793249116325,61.0166043638193,0.0398059217686475,0.155726463419965,0.42046291762196,1,1,2019,11
Mayo Clinic Hospital (AZMC),AZMC,TX1,2020-01-06 18:00:00,LU,0,1,2,100,50,33.3333333333333,96.4071750822161,85.5628562528723,68.9778396109984,0.0732736798960598,0.172836907982916,0.344521539868981,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
St. Joseph's Hospital and Medical Center (AZSJ),AZSJ,TX1,2020-01-06 18:00:00,LU,5,17,64,97.907949790795,92.6354016074539,71.981942696127,97.0239403224007,88.0459624044339,71.2388611069643,7.03564343372715,26.2686415923435,68.6159638045919,239,239,231,0,1,0,100,66.6666666666667,0,96.0975925563267,85.5793249116325,0,0.119417765305943,0.467179390259895,0,3,3,2019,11
Banner University Medical Center-Tucson (AZUA),AZUA,TX1,2020-01-06 18:00:00,LU,3,9,7,95.774647887324,86.7157490396927,46.1538461538462,96.7479020387084,86.9626462913253,73.4854619429796,2.15724464280043,7.52264742541403,2.80944869579655,71,71,13,0,0,1,0,0,0,0,0,61.0166043638193,0,0,0.406378410579707,0,0,2019,11
Cedars-Sinai Medical Center (CACS),CACS,TX1,2020-01-06 18:00:00,LU,4,9,14,90.9090909090909,78.5454545454545,67.9945054945055,96.8642986619098,87.4037149882946,69.4920579281658,1.22764673457022,4.10511086653349,12.9336940944732,44,44,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Lucile Salter Packard Children's Hospital at Stanford (CAPC),CAPC,TX1,2020-01-06 18:00:00,LU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,100,68.5714285714286,66.6666666666667,96.0975925563267,85.5793249116325,61.0166043638193,0.278641452380533,0.884088462124139,1.10516800687705,7,7,2019,11
University of California San Diego Medical Center (CASD),CASD,TX1,2020-01-06 18:00:00,LU,1,4,18,98.0769230769231,91.6839916839917,56.1660561660562,97.4262029966318,89.4937405483808,69.4355033364719,1.34808708466422,4.96694074187136,10.5129624159249,52,52,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
University of California San Francisco Medical Center (CASF),CASF,TX1,2020-01-06 18:00:00,LU,2,7,18,98.4126984126984,94.2140296979007,85.9330048436536,96.8262045952876,87.2629698009725,71.9700065924324,4.05543459278104,14.7804531271828,39.3355635720285,126,126,129,0,0,0,100,100,100,96.0975925563267,85.5793249116325,61.0166043638193,0.079611843537295,0.31145292683993,0.494024156169648,2,2,2019,11
Stanford Health Care (CASU),CASU,TX1,2020-01-06 18:00:00,LU,4,15,31,96.5811965811966,86.3348416289593,66.8302912207188,97.2428216801948,89.0480305891218,71.0323682826613,3.20379234721726,11.386836666479,27.0754117625891,117,117,96,0,0,0,100,100,0,96.0975925563267,85.5793249116325,0,0.0398059217686475,0.155726463419965,0,1,1,2019,11
University of California at Los Angeles Medical Center (CAUC),CAUC,TX1,2020-01-06 18:00:00,LU,2,12,65,99.0049751243781,92.8217368568095,68.2402571701037,97.3074996955596,89.0135581130789,71.8389558681646,5.47239926563687,20.8200567847864,57.6517598003418,201,201,210,0,0,0,0,0,100,0,0,61.0166043638193,0,0,0.494024156169648,0,0,2019,11
Keck Hospital of USC (CAUH),CAUH,TX1,2020-01-06 18:00:00,LU,0,1,18,100,95.6521739130435,54.0752351097179,97.4435480921747,89.576532753211,69.8167105190801,0.830490446557185,3.02170868501784,10.6698577459199,32,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
University of Colorado Hospital/Health Science Center (COUC),COUC,TX1,2020-01-06 18:00:00,LU,5,14,13,94.0476190476191,81.9285387081997,80.5970149253731,97.3222606315848,89.0862597666155,71.6335922636016,2.25655820767006,8.00325923759882,19.6496201159153,84,84,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Florida Hospital Medical Center (FLFH),FLFH,TX1,2020-01-06 18:00:00,LU,0,6,6,100,84.9885521885522,51.9230769230769,97.3236843613684,89.0827844878808,68.4888808947411,1.22235991687948,4.60290761406565,4.03716677533981,45,45,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Jackson Memorial Hospital University of Miami School of Medicine (FLJM),FLJM,TX1,2020-01-06 18:00:00,LU,1,6,6,97.6190476190476,85.578231292517,71.7532467532467,97.0825004464745,88.1773156078522,72.454431288333,1.2463352106398,4.07501549225682,5.67446095329786,42,42,22,0,1,0,100,0,100,96.0975925563267,85.5793249116325,61.0166043638193,0.079611843537295,0.186477483091759,0.494024156169648,2,2,2019,11
Mayo Clinic Florida (FLSL),FLSL,TX1,2020-01-06 18:00:00,LU,2,10,24,98.0769230769231,89.2823672428936,73.89761410661,97.4441619057189,89.5691774961111,71.1490691269078,2.68030231048971,10.0828481040813,27.2497845189576,104,104,93,0,0,0,100,100,100,96.0975925563267,85.5793249116325,61.0166043638193,0.0398059217686475,0.155726463419965,0.494024156169648,1,1,2019,11
Tampa General Hospital (FLTG),FLTG,TX1,2020-01-06 18:00:00,LU,1,8,33,99.1452991452991,92.9839391377853,59.8981413932879,97.1905339314553,88.5894905972973,70.1203650917906,3.28672947544487,12.6487867363653,23.8358971598593,117,117,100,0,0,1,0,0,0,0,0,61.0166043638193,0,0,0.106810416187242,0,0,2019,11
UF Health Shands Hospital (FLUF),FLUF,TX1,2020-01-06 18:00:00,LU,2,7,22,98.5401459854015,93.5527820525491,69.2276934468715,97.4279134127493,89.4828436125408,73.0539818654944,3.55307323698166,13.1909358581844,18.9822488019545,137,137,73,0,1,1,100,87.5,50,96.0975925563267,85.5793249116325,61.0166043638193,0.31844737414918,1.15818961341087,0.886513677860466,8,8,2019,11
Emory University Hospital (GAEM),GAEM,TX1,2020-01-06 18:00:00,LU,2,10,13,95.5555555555555,76.9934640522876,72.9166666666667,97.5803958275707,90.072282252549,72.913564903792,1.08224316167264,3.96115077083536,12.5592186774918,45,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
University of Iowa Hospitals and Clinics Transplant Programs (IAIV),IAIV,TX1,2020-01-06 18:00:00,LU,0,1,8,100,96.4285714285714,75.7575757575758,97.6292375214666,90.2701568767607,75.6769381894734,0.912601482198799,3.46347731795456,8.01106810836416,38,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Advocate Christ Medical Center (ILCH),ILCH,TX1,2020-01-06 18:00:00,LU,2,4,1,90.4761904761905,78.4126984126984,88.8888888888889,97.1392392010396,88.4158263925988,73.1751949922918,0.564229601863635,2.11481804910977,2.57974783792155,21,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Loyola University Medical Center (ILLU),ILLU,TX1,2020-01-06 18:00:00,LU,2,16,41,98.1132075471698,82.775847781744,63.4752525791424,96.4858746018689,85.9251388182881,70.9131518846848,3.76532971435035,13.6522661261786,31.5310729066819,106,106,113,0,0,1,0,0,50,0,0,61.0166043638193,0,0,0.988048312339296,0,0,2019,11
Northwestern Memorial Hospital (ILNM),ILNM,TX1,2020-01-06 18:00:00,LU,2,6,7,95.1219512195122,83.4146341463415,75.8620689655173,97.2593202417152,88.830232190916,72.2625553646525,1.10139940641855,4.07309239214898,7.30685839999246,41,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
University of Chicago Medical Center (ILUC),ILUC,TX1,2020-01-06 18:00:00,LU,3,9,22,94.7368421052632,83.1024930747922,62.0210727969348,96.9706823642391,88.1745920474379,72.7256667393636,1.54782628370613,5.36323458590926,14.450650158814,57,57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Indiana University Health (INIM),INIM,TX1,2020-01-06 18:00:00,LU,5,11,34,96.4788732394366,91.9044703000612,76.6670974411993,97.5183978240107,89.8780098468337,73.5190930681804,3.48550953250849,13.3315295141483,38.6100346425128,142,142,146,0,0,0,0,0,100,0,0,61.0166043638193,0,0,0.494024156169648,0,0,2019,11
Jewish Hospital (KYJH),KYJH,TX1,2020-01-06 18:00:00,LU,0,2,16,100,93.890977443609,57.5120192307692,96.662392204364,86.5654333398637,69.8459524449896,1.29273313029342,4.90984754106435,9.58792708777522,38,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
University of Kentucky Medical Center (KYUK),KYUK,TX1,2020-01-06 18:00:00,LU,3,6,3,94.6428571428571,88.1899350649351,90.625,97.3484672255045,89.2399772775079,70.6299185813329,1.41205445665875,5.32536532559329,10.6015648774674,56,56,32,0,0,0,0,0,100,0,0,61.0166043638193,0,0,0.494024156169648,0,0,2019,11
Ochsner Foundation Hospital (LAOF),LAOF,TX1,2020-01-06 18:00:00,LU,4,11,29,93.9393939393939,82.6086956521739,57.9999744258606,97.485824970834,89.727642436234,72.2125533484648,1.61670610523861,5.82202777898547,16.6824441054272,66,66,70,0,0,1,100,100,66.6666666666667,96.0975925563267,85.5793249116325,61.0166043638193,0.0398059217686475,0.155726463419965,1.08465464689388,1,1,2019,11
Boston Children's Hospital (MACH),MACH,TX1,2020-01-06 18:00:00,LU,0,0,2,100,100,50,97.7770015286688,90.8485808416665,43.4093531359975,0.0449942083502675,0.18800940606597,2.21772798386159,2,2,4,3,4,4,66.6666666666667,55.5555555555556,50,96.0975925563267,85.5793249116325,61.0166043638193,0.318150285616797,0.843802154644545,2.53688199839171,9,9,2019,11
Massachusetts General Hospital (MAMG),MAMG,TX1,2020-01-06 18:00:00,LU,3,11,18,96.7032967032967,87.1794871794872,64.8494734432234,97.3519840371954,89.2278795264755,71.2629873117254,2.39724776836875,9.16025815570002,14.8616398434008,91,91,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Brigham and Women's Hospital (MAPB),MAPB,TX1,2020-01-06 18:00:00,LU,2,9,22,98.6013986013986,93.3097402644265,75.1310861423221,97.647324059229,90.3384231765138,72.718321910131,3.36043819915024,13.3417984507437,23.8783133792888,143,143,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Johns Hopkins Hospital (MDJH),MDJH,TX1,2020-01-06 18:00:00,LU,1,6,8,98.5714285714286,90.6156299840511,81.6387559808612,97.7566404741107,90.7575824115317,72.6797840133258,1.58656153959924,6.20497368794832,11.9309313610902,70,70,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
University of Maryland Medical System (MDUM),MDUM,TX1,2020-01-06 18:00:00,LU,3,10,31,96.1538461538462,86.0995475113122,63.2846190301731,95.8698800356416,84.0561055455303,67.1119948703332,3.27645226571401,12.3885026759793,27.2854207835867,78,78,86,0,0,0,0,0,100,0,0,61.0166043638193,0,0,0.988048312339296,0,0,2019,11
Henry Ford Hospital (MIHF),MIHF,TX1,2020-01-06 18:00:00,LU,3,7,12,95.5223880597015,89.186719463905,76.2527233115468,96.8356200417194,87.2145944965266,69.9660528531135,2.13124625012084,7.7152248998116,15.592248378031,67,67,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Spectrum Health (MISH),MISH,TX1,2020-01-06 18:00:00,LU,2,4,10,97.1014492753623,93.1381248151435,80,97.3766253909404,89.2931389562131,71.7328207493543,1.78647193775869,6.71534278787059,15.2198367850485,69,69,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
University of Michigan Medical Center (MIUM),MIUM,TX1,2020-01-06 18:00:00,LU,1,3,21,98.5294117647059,94.5701357466063,73.0544309491678,97.3402434028878,89.1660729945618,72.8445567382396,1.8213251016729,7.15202887389265,20.4112478204399,68,68,78,0,0,1,0,0,0,0,0,61.0166043638193,0,0,0.239493140841604,0,0,2019,11
Saint Marys Hospital (Mayo Clinic) (MNSM),MNSM,TX1,2020-01-06 18:00:00,LU,1,1,9,96,96,67.8571428571428,97.5684452344479,90.0823479998242,72.4167551701669,0.594052255378033,2.2404730579882,7.93484519541636,25,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
"University of Minnesota Medical Center, Fairview (MNUM)",MNUM,TX1,2020-01-06 18:00:00,LU,7,13,42,94.1666666666667,89.010989010989,68.5767590618337,97.4619190267778,89.6093459354577,72.6180164268176,2.96572851156678,11.2830177509724,34.3042852131232,120,120,134,0,0,0,100,100,0,96.0975925563267,85.5793249116325,0,0.0398059217686475,0.155726463419965,0,1,1,2019,11
Barnes-Jewish Hospital (MOBH),MOBH,TX1,2020-01-06 18:00:00,LU,3,14,27,98.5507246376812,92.9348093964658,84.546305188863,97.5039541208633,89.8054973306223,73.1186692802274,5.21392303252334,20.1614233103432,49.7968545886829,207,207,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
St. Louis Children's Hospital (MOCH),MOCH,TX1,2020-01-06 18:00:00,LU,0,0,3,100,100,25,98.385746293266,93.272542234186,44.8289933406832,0.0162742471655771,0.0671727877231576,1.33284895153805,1,1,4,0,1,7,100,93.75,46.1538461538462,96.0975925563267,85.5793249116325,61.0166043638193,0.716506591835655,2.55327238324316,4.42781403462449,18,18,2019,11
Duke University Hospital (NCDU),NCDU,TX1,2020-01-06 18:00:00,LU,5,27,83,97.9338842975207,88.05374964667,67.8944435877014,97.1627559511861,88.4728034846238,70.3003517015309,6.90320786192315,25.6569583620183,73.040601342146,242,242,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
University of North Carolina Hospitals (NCMH),NCMH,TX1,2020-01-06 18:00:00,LU,2,5,10,95.2380952380952,88.0952380952381,60,96.6291047716134,86.9586498321005,70.9608156581944,1.27335636701908,4.68484827249683,6.4770062039391,42,42,25,0,0,0,100,100,0,96.0975925563267,85.5793249116325,0,0.15922368707459,0.62290585367986,0,4,4,2019,11
The Nebraska Medical Center (NEUN),NEUN,TX1,2020-01-06 18:00:00,LU,0,5,1,100,76.6666666666667,75,97.1630079590282,88.5235912734924,71.3923991457243,0.692993230628687,2.47923372192134,1.11761629916649,24,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
Newark Beth Israel Medical Center (NJBI),NJBI,TX1,2020-01-06 18:00:00,LU,2,7,5,95.5555555555555,81.7226196536541,72.2222222222222,97.1385318153197,88.3897186827188,67.3712929017938,1.27556265987972,4.74319459516481,5.47769566045706,45,45,18,0,0,1,0,0,0,0,0,61.0166043638193,0,0,0.182006683689128,0,0,2019,11
NY Presbyterian Hospital/Columbia Univ. Medical Center (NYCP),NYCP,TX1,2020-01-06 18:00:00,LU,5,16,38,97.2972972972973,90.6058443371876,75.2953724635935,97.3236359621917,89.1016186799761,70.4863418909471,4.97840677916096,19.178396024976,47.6132964069379,185,185,157,0,0,0,100,100,100,96.0975925563267,85.5793249116325,61.0166043638193,0.079611843537295,0.31145292683993,0.494024156169648,2,2,2019,11
Montefiore Medical Center (NYMA),NYMA,TX1,2020-01-06 18:00:00,LU,2,6,0,94.1176470588235,75.0865051903114,0,97.3550678287996,89.1993212144192,0,0.902769650355188,2.90552166116828,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
New York University Medical Center (NYUC),NYUC,TX1,2020-01-06 18:00:00,LU,0,2,0,100,79.8611111111111,0,96.8928201951031,87.4430532422539,0,0.759135381784122,2.13345138403449,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
The Cleveland Clinic Foundation (OHCC),OHCC,TX1,2020-01-06 18:00:00,LU,7,38,61,97.6190476190476,85.8675038899913,75.0308363955455,97.2548054663458,88.8819267059151,71.1743176450097,8.07710599008239,30.4384364907151,70.6357418113299,294,294,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,11
